subject_id	subject_label	predicate	object_id	object_label	sources	confidence	evidence_count	evidence_types	evidence_pmid	evidence_type	evidence_span
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.8	1	cohort	41965848	cohort	UC was enriched in fragile, bridge-dependent D-type networks, in contrast to resilient, short-chain fatty acid (SCFA)- and H2S-producing P-type networks
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	32343765	cohort	The NDD group had lower Faecalibacterium and higher Escherichia/Shigella relative abundances compared to the DD group
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	41384120	cohort	the abundance of specific bacterial genera related to inflammation regulation (e.g., Faecalibacterium) in the intestines of severe patients decreased by more than 50% compared with healthy populations
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	39469457	cohort	IBD patients were characterised by relative and absolute depletion of numerous genera known to produce butyrate and/or propionate, with the largest differentiation being the depletion of Faecalibacterium in the lower gastrointestinal tract of CD patients
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.8	1	cohort	39469457	cohort	IBD patients were characterised by relative and absolute depletion of numerous genera known to produce butyrate and/or propionate
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	37744915	cohort	the ratio of Faecalibacterium and Bifidobacterium significantly decreased
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.7	1	case_control	38672155	case_control	Butyricicoccus, Faecalibacterium, Bifidobacterium, Ligilactobacillus, Alistipes, and Odoribacter, which regulate immune responses and alleviate inflammation, also increased after FMT
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	33598970	cohort	UC was further characterized by increased abundances of Proteobacteria and Bacteroides, as well as decreased abundances of Faecalibacterium, Roseburia, Firmicutes, and Dialister
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	33240394	cohort	Faecalibacterium, Gemmiger, Bifidobacterium, Romboutsia, Ruminococcus, Roseburia, and Fusicatenibacter abundance were decreased in the CD group compared with H subjects
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	33970546	cohort	whereas a higher abundance of Faecalibacterium characterized both remission and healthy participants
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	33975420	cohort	The relative abundance of Escherichia was significantly higher and that of Faecalibacterium and Roseburia was significantly lower in CD samples than in non-CD controls.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.75	1	cohort	41640612	cohort	Correlation analysis indicated that specific microbes (e.g., Faecalibacterium and Escherichia-Shigella) were associated with the severity of UC and fatigue
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	40571931	cohort	For cases and both UC and CD, Faecalibacterium and Veillonella, and for unaffected controls Bacteroides, Blautia, Clostridium XIVa, and Clostridium XVIII emerged as unique hubs in the respective networks.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:extraintestinal_manifestations_in_ibd	extraintestinal manifestations in IBD	LLM	0.8	1	cohort	38648495	cohort	SparCC analysis identified 27 bacterial co-association modules, three of which were negatively related to EIM (logistic regression, p < .05) and included important health-associated bacteria, such as Agathobacter and Faecalibacterium
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.65	1	cohort	39548468	cohort	Prevotella, Faecalibacterium, Phascolarctobacterium, Veillonella, Alistipes, Fusobacterium, Oscillibacter, Blautia, and Ruminococcus abundance was different among HC, IBD, CRC, and CRA patients
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	33011176	cohort	A greater abundance of the genus Fusobacterium and a lesser abundance of the genus Faecalibacterium were seen in patients with CD with a high Proteus spp abundance
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	26789999	cohort	The genera Bacteroides, Eubacterium, Faecalibacterium and Ruminococcus significantly decreased in CD patients as compared to healthy controls.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	38614128	cohort	the presence of Faecalibacterium correlated with oxidative phosphorylation, starch and sucrose metabolism, amino sugar and nucleotide sugar metabolism, and the bacterial secretion system, showed a marked decline in the UC group compared with their spouses
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.8	1	cohort	34397940	cohort	Faecalibacterium, Bifidobacterium, and Blautia in the HUC group were higher than those in the UUC group
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	33430702	cohort	Pediatric CD patients exhibited lower relative abundances of short-chain fatty acids (SCFAs)-producing bacteria including Faecalibacterium, Clostridium clusters IV and XIVb, Roseburia, and Ruminococcus
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:colorectal_adenoma	colorectal adenoma	LLM	0.85	1	case_control	41811805	case_control	Descriptive genus-level differences suggested features of dysbiosis in adenoma-positive patients, including higher relative abundance of Bacteroides and Prevotella and lower abundance of Faecalibacterium and Anaerostipes
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.8	1	cohort	33066233	cohort	At the genus level, Faecalibacterium, Blautia, Coriobacteria, Collinsela, Slackia, and Bifidobacterium were significantly more frequent in patients who reached clinical remission
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:ulcerative_colitis_with_axial_spondyloarthritis	ulcerative colitis with axial spondyloarthritis	LLM	0.85	1	cohort	38297219	cohort	Firmicutes and Faecalibacterium abundances were decreased, and Proteobacteria and Escherichia_Shigella abundances were increased in the axSpA group compared with those of the non-axSpA group.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	41430556	cohort	Key taxa such as Faecalibacterium (3.2% ± 2.1 vs. 8.5% ± 4.0, p = 0.0005) were depleted in IBD
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:insufficient_sleep	insufficient sleep	LLM	0.8	1	cohort	36541814	cohort	SD and sleep restriction (SR) resulted in downregulation of Faecalibacterium and butyrate abundance in the feces of college students
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	30810207	cohort	Compared with HCs, patients with CD had a lower microbial richness [p = 0.0002] and diversity [p = 0.005]. Moreover, the microbial community structure of a subset of patients, clustered apart from HCs, was characterized by low microbial diversity and Faecalibacterium abundance.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:chronic_enteropathy	chronic enteropathy	LLM	0.85	1	cohort	38933703	cohort	The fecal abundances of Faecalibacterium (p < 0.0001), Bacteroides (p < 0.0001), Fusobacterium (p = 0.0398), Bifidobacterium (p = 0.0004), and total bacteria (p = 0.0337) significantly decreased in cats with FCE.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	35971134	cohort	Stricturing or penetrating Crohn's disease behavior was characterized by lower MLI bacterial diversity and altered composition, including reduced Faecalibacterium, compared to uncomplicated CD
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:hidradenitis_suppurativa	Hidradenitis suppurativa	LLM	0.8	1	cohort	38029085	cohort	40% of patients with HS had a microbiota configuration similar to that of CD, characterised by the enrichment of pathogenic genera (Enterococcus, Veillonella and Escherichia_Shigella) and the depletion of putatively beneficial genera (Faecalibacterium)
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	38029085	cohort	40% of patients with HS had a microbiota configuration similar to that of CD, characterised by the enrichment of pathogenic genera (Enterococcus, Veillonella and Escherichia_Shigella) and the depletion of putatively beneficial genera (Faecalibacterium)
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.75	1	cohort	33462482	cohort	Mendelian randomization analysis suggests causative and protective effects of gut microbes, with clade-specific effects on inflammatory bowel disease
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:crohn_s_disease_with_mental_disorder	Crohn's disease with mental disorder	LLM	0.85	1	cohort	40596914	cohort	along with lower relative abundances of Akkermansia and Faecalibacterium
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	41709136	cohort	A decreased abundance of Faecalibacterium species is correlated with Inflammatory Bowel Diseases (IBDs)
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:chronic_enteropathy	chronic enteropathy	LLM	0.85	1	cohort	35266809	cohort	The abundances of total bacteria, Bacteroides, Bifidobacterium, C hiranonis, Faecalibacterium and Turicibacter were significantly decreased, while those of E coli and Streptococcus were significantly increased in cats with CE
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	31367877	cohort	In comparison with the donors, CD patients had lower levels of Bacteroides, Eubacterium, faecalibacterium, and Roseburia
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	41226812	cohort	Monitoring key bacterial markers in MAM, which include Lactobacillus and Enterococcus or Faecalibacterium and Blautia as increased or reduced members in pediatric UC
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.75	1	cohort	40629054	cohort	The interactome reveals Ruminococcaceae and Faecalibacterium as key players
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	31827191	cohort	reduction in, among others, Bifidobacterium (B. adolescentis), Roseburia (R.faecis), Faecalibacterium (F. prausnitzii), Gemmiger (G. formicilis), Ruminococcus (R. bromii) and Veillonellaceae (Dialister)
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:chronic_radiation_enteritis	chronic radiation enteritis	LLM	0.85	1	cohort	37534641	cohort	At the level of genus, there were also significant differences between the two groups: Shigella [2.7% (M) vs. 8.5% (S)], Faecalibacterium [7.0% (M) vs. 2.7% (S)]
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:bullous_pemphigoid	bullous pemphigoid	LLM	0.8	1	cohort	38185033	cohort	The ratio of Faecalibacterium to Escherichia-Shigella (F/E ratio) had a considerable predictive value (AUC: 0.705) for recognizing BP from PV.
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:recurrent_clostridiodes_difficile_infection	recurrent Clostridiodes difficile infection	LLM	0.8	1	cohort	31971239	cohort	a model 14 days after completion of antibiotics with female gender, increased Shannon diversity, Ruminococcaceae and Enterobacteriaceae, and decreased community richness and Faecalibacterium
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	review	35168239	review	A reduced abundance of the organisms and a concurrent reduction in butyrate levels are associated with inflammatory bowel disease
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	38942021	cohort	Faecalibacterium, Dorea, and Fusicatenibacter are decreased in CD-R, independent of inflammation
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	35689701	cohort	The gut bacteriome of CD patients was characterized by a decrease of the genera Faecalibacterium, Roseburia, and Ruminococcus
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	38367851	cohort	lower abundance of intestinal probiotics (Prevotella, Faecalibacterium and Roseburia)
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	33871395	cohort	Faecalibacterium and Subdoligranulum were dominant in the control group
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.8	1	cohort	39443987	cohort	ICD was characterized by decreased Faecalibacterium abundance
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.8	1	cohort	40519722	cohort	the abundance of Ruminococcus, Faecalimonas, Blautia, and Faecalibacterium were correlated with clinical indexes such as pediatric Crohn's disease activity index (PCDAI)
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.75	1	cohort	33307026	cohort	Faecalibacterium, Bifidobacterium, and Alistipes showed negative correlations... with FC levels within 3 months of birth
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:intestinal_tuberculosis	intestinal tuberculosis	LLM	0.85	1	cohort	34295880	cohort	the short-chain fatty acids (SCFAs)-producing bacteria such as Faecalibacterium, Roseburia, and Ruminococcus were decreased in ITB relative to HC
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.8	1	animal	36088655	animal	Probiotics such as Bifidobacterium and Faecalibacterium decreased, opportunistic pathogens Escherichia-Shigella increased
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:immunotherapy-related_colitis	immunotherapy-related colitis	LLM	0.85	1	cohort	39666007	cohort	The microbiota during the first 10 days of irC closely resembled inflammatory bowel disease microbiomes, with reduced diversity, increased Proteobacteria and Veillonella, and decreased Faecalibacterium
NCBITaxon:216851	Faecalibacterium	DECREASED_IN	LLM:autoimmune_hepatitis	autoimmune hepatitis	LLM	0.85	1	cohort	32383181	cohort	Compared to HC, decreased relative abundance of anaerobic genera such as Faecalibacterium
LLM:faecalibacterium_duncaniae	Faecalibacterium duncaniae	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	40252217	cohort	In Crohn's disease patients, both in flare and remission, a decrease in Faecalibacterium species was observed, with no recovery in remission. The most abundant species in Crohn's disease patients were F. prausnitzii and F. duncaniae, around 10^7 bacteria/g
LLM:faecalibacterium_longum	Faecalibacterium longum	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	40252217	cohort	In Crohn's disease patients, both in flare and remission, a decrease in Faecalibacterium species was observed, with no recovery in remission. F. longum, F. hattori, and F. taiwanense were present at lower levels (10^6 bacteria/g)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	Disbiome	0.85	21	observational			
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	Disbiome	0.85	5	observational			
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	Disbiome	0.85	3	observational			
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	32339246	cohort	Compared with HCs, alpha diversity in CD patients was decreased, with an observed decrease in Faecalibacterium prausnitzii and increase in Bacteroides fragilis
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:orofacial_granulomatosis	orofacial granulomatosis	LLM	0.8	1	cohort	39972069	cohort	The relative abundances of Bifidobacterium adolescentis increased and Faecalibacterium prausnitzii decreased along with the increase in the Oral Disease Activity Score.
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	31104514	cohort	Crohn's disease is characterized by a gut dysbiosis with decreased abundance of butyrate producers such as Faecalibacterium prausnitzii
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	34820530	cohort	Compared to HCs, IBD subjects were characterized by 25 enriched species and 6 depleted species. Furthermore, a total of 17 discriminative pathways were identified between the IBD and HC groups
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.75	1	cohort	40871445	cohort	Ulcerative colitis (UC) is a chronic, relapsing inflammatory disease of the colon, often associated with gut microbial dysbiosis
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:quiescent_crohn_s_disease_with_persistent_symptoms	quiescent Crohn's disease with persistent symptoms	LLM	0.85	1	cohort	37292648	cohort	depletion of important butyrate and indole producers, such as... Faecalibacterium prausnitzii (q<.0001)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	animal	42068031	animal	Metagenomic sequencing identified Faecalibacterium prausnitzii as the most significantly depleted species upon Sdc1 knockout
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	25663207	cohort	The fecal bacterial count of F prausnitzii in patients with CD is significantly lower than in healthy controls
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.75	1	cohort	29311644	cohort	a loss of these organisms in disease may have more far-reaching consequences than suggested by their genomic abundances
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.75	1	cohort	29311644	cohort	a loss of these organisms in disease may have more far-reaching consequences than suggested by their genomic abundances
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	review	26634595	review	In IBD patients some Butyrate producing bacteria, as Faecalibacterium Prausnitzii, are under represented
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	38939066	cohort	In group 1 of UC patients, the level of bacteria was reduced by a mean of 1.68E-01, and in the control group by a mean of 2.72E-01 (p 2 = 0.004, significant)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	38939066	cohort	Regarding F. prausnitzii in group 2 of CD, the level of bacteria was significantly reduced by mean of 1.70E-01, and in the control group by a mean of 2.72E-01 (p 3 = 0.037, significant)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	36569858	cohort	F. prausnitzii was underrepresented in UC patients with elevated F. prausnitzii-reactive IgA in the fecal supernatant
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.9	1	meta_analysis	32815163	meta_analysis	Both CD (standardized mean difference [SMD]: -1.36; 95% CI, -1.74 to -0.98; P < 0.00001) and UC patients (SMD: -0.81; 95% CI, -1.21 to -0.42; P < 0.0001) had a lower abundance of F. prausnitzii than the healthy controls.
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.9	1	meta_analysis	32815163	meta_analysis	Both CD (standardized mean difference [SMD]: -1.36; 95% CI, -1.74 to -0.98; P < 0.00001) and UC patients (SMD: -0.81; 95% CI, -1.21 to -0.42; P < 0.0001) had a lower abundance of F. prausnitzii than the healthy controls.
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:active_inflammatory_bowel_disease	active inflammatory bowel disease	LLM	0.88	1	meta_analysis	32815163	meta_analysis	Compared with the IBD remission patients, the IBD active patients had lower levels of F. prausnitzii (SMD: -0.56; 95% CI, -0.91 to -0.21; P = 0.002).
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	36344781	cohort	The gut microbiome of recently diagnosed UC showed lower levels of Lactobacilli, Faecalibacterium, and higher levels of Bacteroides and Veillonella
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	34527721	cohort	a decrease in abundance of Firmicutes such as Faecalibacterium prausnitzii (an indicator of a healthy colonic microbiota)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.75	1	cohort	32435523	cohort	Faecalibacterium prausnitzii (F. prausnitzii), its phylogroups, and Escherichia coli (E. coli) have been reported as potential biomarkers
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.75	1	cohort	32435523	cohort	Faecalibacterium prausnitzii (F. prausnitzii), its phylogroups, and Escherichia coli (E. coli) have been reported as potential biomarkers
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	31764438	cohort	Enterobacter cloacae and Faecalibacterium prausnitzii were significantly associated with CD ASCA negativity
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	30809639	cohort	Decreased levels of Faecalibacterium prausnitzii (F. prausnitzii), whose supernatant plays an anti-inflammatory effect, are frequently found in inflammatory bowel disease (IBD) patients.
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	40224484	cohort	Reduction of Faecalibacterium prausnitzii abundance is related to inflammatory bowel diseases (IBDs)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:colitis	colitis	LLM	0.8	1	animal	40224484	animal	DSS treatment altered gut microbiota and significantly attenuated the abundance of F. prausnitzii in colonized mice
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:inflammation	inflammation	LLM	0.75	1	animal	40224484	animal	Mice with F. prausnitzii colonization had significantly improved weight loss, anal bleeding, stool consistency, cecum weight, colon length, and serum amyloid A (SAA) level than those without after DSS treatment. Furthermore, the F. prausnitzii-colonized mice significantly reduced the transcription levels of TNF-α, INF-γ and IL-18
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	37793274	cohort	Faecalibacterium prausnitzii, Bacteroides faecis, and Roseburia intestinalis are underrepresented species in UC patients
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	meta_analysis	31812509	meta_analysis	6 of 11 studies of Faecalibacterium prausnitzii reported a decreased amount of those organisms compared with controls
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	36479125	cohort	supporting their role in intestinal homeostasis, we previously reported both their drastic decrease in IBD patients
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:quiescent_crohn_s_disease_with_persistent_symptoms	quiescent Crohn's disease with persistent symptoms	LLM	0.85	1	cohort	39129952	cohort	Depletion of important butyrate and indole producers (eg Eubacterium rectale, Faecalibacterium prausnitzii) was also noted in qCD + S
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:pouchitis	pouchitis	LLM	0.85	1	cohort	34831464	cohort	Faecalibacterium prausnitzii, Gemmiger formicilis, Blautia obeum, Ruminococcus torques, Dorea formicigenerans, and an unknown species from Roseburia were the most uncommon in pouch/pouchitis
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	42100057	cohort	In paediatric patients, there was a marked decrease in Faecalibacterium prausnitzii and other bacteria responsible for producing short-chain fatty acids.
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.85	1	cohort	38945379	cohort	reduction of F. prausnitzii has been linked to an increased risk of intestinal fibrosis in patients of Crohn's disease (CD)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8778	Crohn's disease	LLM	0.9	1	case_control	33632307	case_control	Gut species found to be significantly depleted in CD compared to control (Relative abundance: Median[Range]) include: Faecalibacterium prausnitzii (0.03[0.00-4.56] vs 13.69[5.32-18.71], p = 0.010)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.65	1	mechanistic	32731411	mechanistic	specific commensal bacterial species are underrepresented in the microbiota of IBD patients
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.88	1	cohort	32184182	cohort	Fecal samples from patients with fatigue had a less diverse gut microbiome, with significant reductions in butyrate-producing bacteria, including Faecalibacterium prausnitzii (P = .0002, q =.007)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.85	1	cohort	34867859	cohort	showed reduced amounts of short-chain fatty acid (SCFA) producing bacteria especially Faecalibacterium prausnitzii
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:cardiovascular_inflammation	cardiovascular inflammation	LLM	0.8	1	animal	40026151	animal	The development of cardiovascular lesions was associated with alterations in the intestinal microbiota composition and, notably, a decreased abundance of Akkermansia muciniphila and Faecalibacterium prausnitzii
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:8577	ulcerative colitis	LLM	0.7	1	cohort	39978659	cohort	seven GM were identified to be associated with the risk of active UC
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.8	1	cohort	33064186	cohort	Co-occurrence of Akkermansia-Faecalibacterium prausnitzii was at a lower level in IBD
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	35536673	cohort	Abundance of Faecalibacterium prausnitzii, a dominant bacterium of the human microbiota that exhibits antiinflammatory effects, is decreased in patients with inflammatory bowel diseases (IBD).
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:ileal_crohn_s_disease	ileal Crohn's disease	LLM	0.85	1	meta_analysis	42115865	meta_analysis	Ileal Crohn's disease (ICD) was characterized by significant dysbiosis compared with HCs, featuring enrichment of Enterobacteriaceae (especially adherent-invasive Escherichia coli [AIEC]), Fusobacterium and Shigella, alongside depletion of Faecalibacterium prausnitzii, Roseburia and Coprococcus
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:colonic_crohn_s_disease	colonic Crohn's disease	LLM	0.85	1	meta_analysis	42115865	meta_analysis	a decrease in short-chain fatty acid (SCFA)-producing families (Lachnospiraceae, Ruminococcaceae) and F. prausnitzii was observed in CCD
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:irritable_bowel_syndrome_diarrhea	irritable bowel syndrome diarrhea	LLM	0.8	1	cohort	37786251	cohort	loss of strict anaerobes in IBS-D (e.g. Faecalibacterium prausnitzii)
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	LLM:ankylosing_spondylitis	ankylosing spondylitis	LLM	0.85	1	cohort	31771630	cohort	Patients with increased fecal calprotectin had lower abundance of bacteria with anti-inflammatory properties such as Faecalibacterium prausnitzii and Clostridium
NCBITaxon:853	Faecalibacterium prausnitzii	DECREASED_IN	DOID:0050589	inflammatory bowel disease	LLM	0.85	1	cohort	25888448	cohort	The reduction of the commensal bacterium Faecalibacterium prausnitzii (one of the most prevalent intestinal bacterial species in healthy adults) has been correlated with several diseases, including IBD
