id	label	current_type	bucket	degree	suggested_decision	decision
LLM:lactiplantibacillus_plantarum_bw2013	Lactiplantibacillus plantarum BW2013	Food	medium_microbe	3	Microbe	Microbe
LLM:lactobacillus_acidophilus_huan_kui_le_suspension	Lactobacillus acidophilus + Huan Kui Le suspension	Food	medium_microbe	3	Microbe	keep
LLM:lactobacillus_delbrueckii_cidca_133_postbiotic_proteins	Lactobacillus delbrueckii CIDCA 133 postbiotic proteins	Food	medium_microbe	3	Microbe	Bioactive
LLM:lactobacillus_rhamnosus_lgg_mpn_l_with_egc	Lactobacillus rhamnosus LGG (MPN@L with EGC)	Food	medium_microbe	3	Microbe	keep
LLM:ngp-3_polysaccharide	NGP-3 polysaccharide	Food	medium_microbe	3	Microbe	Bioactive
LLM:pine_pollen_polysaccharide_ppm60	Pine pollen polysaccharide (PPM60)	Food	medium_microbe	3	Microbe	Bioactive
LLM:selenium-enriched_bifidobacterium_longum_dd98	Selenium-enriched Bifidobacterium longum DD98	Food	medium_microbe	3	Microbe	Microbe
LLM:shewanella_oneidensis_mr-1_with_ta-cof-magnolol	Shewanella oneidensis MR-1 with TA-COF-magnolol	Food	medium_microbe	3	Microbe	keep
LLM:sulfated_pine_pollen_polysaccharide_sppm60	Sulfated pine pollen polysaccharide (SPPM60)	Food	medium_microbe	3	Microbe	Bioactive
LLM:fermented_soymilk_fsm4	fermented soymilk FSM4	Food	medium_microbe	3	Microbe	keep
LLM:hawthorn_polysaccharide_haw1-2	hawthorn polysaccharide HAW1-2	Food	medium_microbe	3	Microbe	Bioactive
LLM:pine_pollen_polysaccharide_ppm60-iii	pine pollen polysaccharide PPM60-III	Food	medium_microbe	3	Microbe	Bioactive
LLM:sulfated_polysaccharide_sppm60-iii	sulfated polysaccharide SPPM60-III	Food	medium_microbe	3	Microbe	Bioactive
LLM:r_-salbutamol	(R)-salbutamol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:2-ketoglutaric_acid	2-ketoglutaric acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:6-shogaol	6-shogaol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:7_8-dihydroxyflavone	7,8-Dihydroxyflavone	Food	compound_candidate	3	Bioactive	Bioactive
LLM:abelmoschi_corolla_polysaccharide	Abelmoschi Corolla polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:akebia_saponin_d	Akebia saponin D	Food	compound_candidate	3	Bioactive	Bioactive
LLM:albuca_bracteata_polysaccharide	Albuca bracteata polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:alfalfa_polysaccharide	Alfalfa polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:areca_catechu_polysaccharide	Areca catechu polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:artemisia_argyi_polyphenols	Artemisia argyi polyphenols	Food	compound_candidate	3	Bioactive	Bioactive
LLM:atractylodes_chinensis_polysaccharide	Atractylodes chinensis polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:aurantii_fructus_immaturus_flavonoid_extract	Aurantii Fructus immaturus flavonoid extract	Food	compound_candidate	3	Bioactive	Bioactive
LLM:chinese_olive_polyphenols	Chinese olive polyphenols	Food	compound_candidate	3	Bioactive	Bioactive
LLM:coptis_chinensis_total_alkaloids	Coptis chinensis total alkaloids	Food	compound_candidate	3	Bioactive	Bioactive
LLM:cyclocarya_paliurus_polysaccharide	Cyclocarya paliurus polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:diospyros_lotus_polysaccharide	Diospyros lotus polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:eucommia_polysaccharides	Eucommia polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:euphorbia_humifusa_polysaccharide	Euphorbia humifusa polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:eurotium_cristatum_polysaccharide	Eurotium cristatum polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ganoderma_applanatum_polysaccharide	Ganoderma applanatum polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ganoderma_lucidum_polysaccharide	Ganoderma lucidum polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:gentiopicroside	Gentiopicroside	Food	compound_candidate	3	Bioactive	Bioactive
LLM:gloiopeltis_furcata_polysaccharide	Gloiopeltis furcata polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:gracilaria_lemaneiformis_polysaccharide	Gracilaria lemaneiformis polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:hericium_erinaceus_beta-glucan_extract	Hericium erinaceus β-glucan extract	Food	compound_candidate	3	Bioactive	Bioactive
LLM:humic_acids	Humic acids	Food	compound_candidate	3	Bioactive	Bioactive
LLM:hyaluronic_acid-melatonin_nanoparticles	Hyaluronic acid-melatonin nanoparticles	Food	compound_candidate	3	Bioactive	Bioactive
LLM:hypecoum_leptocarpum_polysaccharide	Hypecoum leptocarpum polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:iqw_peptide	IQW peptide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:irw_peptide	IRW peptide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:inonotus_obliquus_polysaccharide	Inonotus obliquus polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:laiyang_pear_residue_polysaccharide	Laiyang pear residue polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:lentinus_edodes_ergosterol_hydrogel	Lentinus edodes ergosterol hydrogel	Food	compound_candidate	3	Bioactive	Bioactive
LLM:levilactobacillus_brevis_m-10_exopolysaccharide	Levilactobacillus brevis M-10 exopolysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ligninoformic_acid	Ligninoformic acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:lupinus_albus_galacto-oligosaccharide	Lupinus albus galacto-oligosaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:moringa_oleifera_leaf_polysaccharide	Moringa oleifera leaf polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:moringa_oleifera_polysaccharide	Moringa oleifera polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:mytilus_coruscus_polysaccharide	Mytilus coruscus polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:nanguo_pear_polysaccharide	Nanguo pear polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:nostoc_commune_polysaccharide	Nostoc commune polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:perfluorolauric_acid	Perfluorolauric acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:phellinus_igniarius_polysaccharide	Phellinus igniarius polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:phoma_herbarum_alpha-d-glucan	Phoma herbarum α-D-glucan	Food	compound_candidate	3	Bioactive	Bioactive
LLM:polygonatum_sibiricum_saponins	Polygonatum sibiricum saponins	Food	compound_candidate	3	Bioactive	Bioactive
LLM:proanthocyanidins_and_beta-glucan	Proanthocyanidins and β-glucan	Food	compound_candidate	3	Bioactive	Bioactive
LLM:pulsatilla_chinensis_saponins	Pulsatilla chinensis saponins	Food	compound_candidate	3	Bioactive	Bioactive
LLM:r7i_peptide	R7I peptide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:rhopilema_esculentum_polysaccharide	Rhopilema esculentum polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:rosa_laevigata_polysaccharides	Rosa laevigata polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:rosa_roxburghii_tratt_fruit_polyphenols_nanogel	Rosa roxburghii Tratt fruit polyphenols nanogel	Food	compound_candidate	3	Bioactive	Bioactive
LLM:saccharina_japonica_cellulose	Saccharina japonica cellulose	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sargassum_fusiforme_polysaccharide_fermented_with_lactobacillus_acidophilus	Sargassum fusiforme polysaccharide fermented with Lactobacillus acidophilus	Food	compound_candidate	3	Bioactive	Bioactive
LLM:scutellaria_barbata_polysaccharide	Scutellaria barbata polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:selaginella_uncinata_polysaccharide	Selaginella uncinata polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:selenium-enriched_lactobacillus_acidophilus	Selenium-enriched Lactobacillus acidophilus	Food	compound_candidate	3	Bioactive	Microbe
LLM:shenling_baizhu_san_polysaccharides	Shenling Baizhu San polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:smilax_china_l_polyphenols	Smilax china L. polyphenols	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sonchus_arvensis_polysaccharide	Sonchus arvensis polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sophora_alopecuroides_l_alkaloids	Sophora alopecuroides L. alkaloids	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sophora_flavescens_flavonoids	Sophora flavescens flavonoids	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ziziphus_jujuba_polyphenol_extract	Ziziphus jujuba polyphenol extract	Food	compound_candidate	3	Bioactive	Bioactive
LLM:agarotriose	agarotriose	Food	compound_candidate	3	Bioactive	Bioactive
LLM:alginate	alginate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:alginate-based_polysaccharide_composite_hydrogel	alginate-based polysaccharide composite hydrogel	Food	compound_candidate	3	Bioactive	Bioactive
LLM:aloe_polysaccharides	aloe polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:apple_peel_polyphenols	apple peel polyphenols	Food	compound_candidate	3	Bioactive	Bioactive
LLM:apple_polyphenol_extract	apple polyphenol extract	Food	compound_candidate	3	Bioactive	Bioactive
LLM:casein_hydrolysate	casein hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:celery_flavonoids	celery flavonoids	Food	compound_candidate	3	Bioactive	Bioactive
LLM:chlorogenic_acid_and_sodium_alginate_combination	chlorogenic acid and sodium alginate combination	Food	compound_candidate	3	Bioactive	Bioactive
LLM:corn_protein_hydrolysate	corn protein hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:delta-tocotrienol_13_-carboxychromanol	delta-tocotrienol 13'-carboxychromanol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:enzymatically_hydrolyzed_wheat_bran-derived_zinc_phytate	enzymatically hydrolyzed wheat bran-derived zinc phytate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:flaxseed_oligosaccharide	flaxseed oligosaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ganoderic_acid	ganoderic acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:garlic_polysaccharide	garlic polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:geniposide	geniposide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:geraniol	geraniol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ginseng_polysaccharides	ginseng polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:high_molecular_weight_hyaluronic_acid	high molecular weight hyaluronic acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:high-polyphenol_lettuce_extract	high-polyphenol lettuce extract	Food	compound_candidate	3	Bioactive	keep
LLM:hippuric_acid	hippuric acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:honey_polyphenols	honey polyphenols	Food	compound_candidate	3	Bioactive	Bioactive
LLM:hyaluronic_acid-astaxanthin_nanoparticles	hyaluronic acid-astaxanthin nanoparticles	Food	compound_candidate	3	Bioactive	Bioactive
LLM:hyaluronic_acid-bilirubin_nanomedicine	hyaluronic acid-bilirubin nanomedicine	Food	compound_candidate	3	Bioactive	Bioactive
LLM:kiwifruit_polysaccharide	kiwifruit polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:lacidophilin_tablets	lacidophilin tablets	Food	compound_candidate	3	Bioactive	keep
LLM:licorice_flavonoid_extract	licorice flavonoid extract	Food	compound_candidate	3	Bioactive	Bioactive
LLM:locust_bean_gum_hydrolysate	locust bean gum hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:mango_polyphenolics	mango polyphenolics	Food	compound_candidate	3	Bioactive	keep
LLM:millet_quinic_acid	millet quinic acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:mixed_probiotics_and_oligofructose	mixed probiotics and oligofructose	Food	compound_candidate	3	Bioactive	keep
LLM:montmorillonite_with_anti-tnf-alpha_nanobody	montmorillonite with anti-TNF-α nanobody	Food	compound_candidate	3	Bioactive	Bioactive
LLM:mulberry_anthocyanins	mulberry anthocyanins	Food	compound_candidate	3	Bioactive	Bioactive
LLM:nanocrystalline_cellulose	nanocrystalline cellulose	Food	compound_candidate	3	Bioactive	Bioactive
LLM:native_kappa-carrageenan	native κ-carrageenan	Food	compound_candidate	3	Bioactive	Bioactive
LLM:nitrate	nitrate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:noni_fruit_polysaccharides	noni fruit polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:oryzanol	oryzanol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:oxidized_cholesterol	oxidized cholesterol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:oxidized_polyunsaturated_fatty_acid	oxidized polyunsaturated fatty acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:panaxynol	panaxynol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:patchoulene_epoxide	patchoulene epoxide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:polysorbate-80	polysorbate-80	Food	compound_candidate	3	Bioactive	Bioactive
LLM:probiotic_combination_saccharomyces_boulardii_lactobacillus_rhamnosus_lactobacil	probiotic combination (Saccharomyces boulardii, Lactobacillus rhamnosus, Lactobacillus acidophilus, Bifidobacterium breve with amylase)	Food	compound_candidate	3	Bioactive	keep
LLM:protected_butyrate	protected butyrate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:pumpkin_polysaccharides	pumpkin polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:quinoa_polysaccharides	quinoa polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sanguinarine_chloride_hydrate	sanguinarine chloride hydrate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sanshool	sanshool	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sea_buckthorn_polysaccharides	sea buckthorn polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sea_conch_peptide_hydrolysate	sea conch peptide hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:selenium-containing_soybean_peptides	selenium-containing soybean peptides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:selenium-enriched_spirulina_peptides	selenium-enriched spirulina peptides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:shikimic_acid	shikimic acid	Food	compound_candidate	3	Bioactive	Bioactive
LLM:skipjack_enzymatic_peptide	skipjack enzymatic peptide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sturgeon_hydrolysate	sturgeon hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:sturgeon-derived_peptide_llle	sturgeon-derived peptide LLLE	Food	compound_candidate	3	Bioactive	Bioactive
LLM:tamarind_seed_polysaccharide_hydrolysate	tamarind seed polysaccharide hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:teasaponin	teasaponin	Food	compound_candidate	3	Bioactive	Bioactive
LLM:thymol	thymol	Food	compound_candidate	3	Bioactive	Bioactive
LLM:turmeric_polysaccharides	turmeric polysaccharides	Food	compound_candidate	3	Bioactive	Bioactive
LLM:walnut_green_husk_polysaccharide	walnut green husk polysaccharide	Food	compound_candidate	3	Bioactive	Bioactive
LLM:whey_protein_hydrolysate	whey protein hydrolysate	Food	compound_candidate	3	Bioactive	Bioactive
LLM:ascophyllum_nodosum_supplemented_hydrolysed_protein_diet	Ascophyllum nodosum supplemented hydrolysed protein diet	Food	dietary_pattern	3	keep	keep
LLM:elental_elemental_diet	Elental elemental diet	Food	dietary_pattern	3	keep	keep
LLM:mediterranean-like_dietary_pattern	Mediterranean-like dietary pattern	Food	dietary_pattern	3	keep	keep
LLM:prescription_diet_gastrointestinal_biome	Prescription Diet Gastrointestinal Biome	Food	dietary_pattern	3	keep	keep
LLM:amino_acid-balanced_diet	amino acid-balanced diet	Food	dietary_pattern	3	keep	keep
LLM:balanced_vegetable_protein_diet	balanced vegetable protein diet	Food	dietary_pattern	3	keep	keep
LLM:fasting-mimicking_diet	fasting-mimicking diet	Food	dietary_pattern	3	keep	keep
LLM:fructose_diet	fructose diet	Food	dietary_pattern	3	keep	keep
LLM:high_fodmap_diet	high FODMAP diet	Food	dietary_pattern	3	keep	keep
LLM:high_fiber_diet	high fiber diet	Food	dietary_pattern	3	keep	keep
LLM:high_fructose_diet	high fructose diet	Food	dietary_pattern	3	keep	keep
LLM:high_salt_diet	high salt diet	Food	dietary_pattern	3	keep	keep
LLM:high-fiber_diet	high-fiber diet	Food	dietary_pattern	3	keep	keep
LLM:high-sugar_diet	high-sugar diet	Food	dietary_pattern	3	keep	keep
LLM:iron-supplemented_diet	iron-supplemented diet	Food	dietary_pattern	3	keep	keep
LLM:low-protein_soy_protein_diet	low-protein soy protein diet	Food	dietary_pattern	3	keep	keep
LLM:milk-derived_fat_diet	milk-derived fat diet	Food	dietary_pattern	3	keep	keep
LLM:multifiber_mix_diet	multifiber mix diet	Food	dietary_pattern	3	keep	keep
LLM:reduced_sulfur_diet	reduced sulfur diet	Food	dietary_pattern	3	keep	keep
LLM:westernized_diet	westernized diet	Food	dietary_pattern	3	keep	keep
LLM:bacteroides_fragilis_toxin	Bacteroides fragilis toxin	Bioactive	high_confidence_microbe	2	Microbe	Bioactive
LLM:aspergillus_oryzae_spores	Aspergillus oryzae spores	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bacillus_coagulans_fcys01_spores	Bacillus coagulans FCYS01 spores	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bacteroides_uniformis_capsular_polysaccharide	Bacteroides uniformis capsular polysaccharide	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:bifidobacterium_animalis_a6	Bifidobacterium animalis A6	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_animalis_subsp_lactis_nj241	Bifidobacterium animalis subsp. lactis NJ241	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_bifidum_atcc_29521	Bifidobacterium bifidum ATCC 29521	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_bifidum_fjswx19m5	Bifidobacterium bifidum FJSWX19M5	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_bifidum_g9-1	Bifidobacterium bifidum G9-1	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_bifidum_h3-r2	Bifidobacterium bifidum H3-R2	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_bifidum_wbin03	Bifidobacterium bifidum WBIN03	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_longum_51a	Bifidobacterium longum 51A	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_longum_baa2573	Bifidobacterium longum BAA2573	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_longum_bl986	Bifidobacterium longum BL986	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_longum_cba7106	Bifidobacterium longum CBA7106	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_longum_selenium-enriched_mutant	Bifidobacterium longum selenium-enriched mutant	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:bifidobacterium_longum_subsp_infantis	Bifidobacterium longum subsp. infantis	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:clostridium_butyricum_c1-6	Clostridium butyricum C1-6	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:clostridium_butyricum_miyairi588	Clostridium butyricum Miyairi588	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:clostridium_butyricum_and_bifidobacterium_infantis	Clostridium butyricum and Bifidobacterium infantis	Food	high_confidence_microbe	2	Microbe	keep
LLM:faecalibacterium_prausnitzii_extracellular_vesicles	Faecalibacterium prausnitzii extracellular vesicles	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_acidophilus_bio5768	Lactobacillus acidophilus BIO5768	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_acidophilus_hscc_la042	Lactobacillus acidophilus HSCC LA042	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_and_bifidobacterium_probiotic	Lactobacillus and Bifidobacterium probiotic	Food	high_confidence_microbe	2	Microbe	keep
LLM:lactobacillus_casei_lc122	Lactobacillus casei LC122	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_casei_zhang	Lactobacillus casei Zhang	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_cocktail	Lactobacillus cocktail	Food	high_confidence_microbe	2	Microbe	keep
LLM:lactobacillus_fermentum_glf-217	Lactobacillus fermentum GLF-217	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_fermentum_extracellular_vesicles	Lactobacillus fermentum extracellular vesicles	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_feruloyl_esterase	Lactobacillus feruloyl esterase	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_gasseri_bnr17	Lactobacillus gasseri BNR17	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_gasseri_pi41	Lactobacillus gasseri PI41	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_kefiranofaciens	Lactobacillus kefiranofaciens	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_paracasei_l9	Lactobacillus paracasei L9	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_plantarum_apsulloc_331261	Lactobacillus plantarum APSulloc 331261	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_plantarum_flp-215	Lactobacillus plantarum FLP-215	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_plantarum_js19	Lactobacillus plantarum JS19	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_plantarum_ncu116_exopolysaccharide	Lactobacillus plantarum NCU116 exopolysaccharide	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_plantarum_zdy2013	Lactobacillus plantarum ZDY2013	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_reuteri_groel	Lactobacillus reuteri GroEL	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_reuteri_l6	Lactobacillus reuteri L6	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_reuteri_mrd01	Lactobacillus reuteri MRD01	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_rhamnosus_1_0320	Lactobacillus rhamnosus 1.0320	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_rhamnosus_1_0320_postbiotics	Lactobacillus rhamnosus 1.0320 postbiotics	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_rhamnosus_m9	Lactobacillus rhamnosus M9	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:lactobacillus_rhamnosus_zfm231_exopolysaccharide	Lactobacillus rhamnosus ZFM231 exopolysaccharide	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:lactobacillus_sakei_07	Lactobacillus sakei 07	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:propionibacterium_freudenreichii_b1	Propionibacterium freudenreichii B1	Food	high_confidence_microbe	2	Microbe	Microbe
LLM:roseburia_intestinalis_extracellular_vesicles	Roseburia intestinalis extracellular vesicles	Food	high_confidence_microbe	2	Microbe	Bioactive
LLM:citrobacter_rodentium-induced_colitis	Citrobacter rodentium-induced colitis	IBD_Outcome	high_confidence_microbe	2	Microbe	IBD_Outcome
LLM:clostridium_difficile_colonization	Clostridium difficile colonization	IBD_Outcome	high_confidence_microbe	2	Microbe	IBD_Outcome
LLM:astragalus_polysaccharide_aps1	Astragalus polysaccharide APS1	Food	medium_microbe	2	Microbe	Bioactive
LLM:escherichia_coli_nissle_1917_keratin_hydrogel	Escherichia coli Nissle 1917 keratin hydrogel	Food	medium_microbe	2	Microbe	keep
LLM:escherichia_coli_nissle_1917_probiotic_expressing_sj16	Escherichia coli Nissle 1917 probiotic expressing Sj16	Food	medium_microbe	2	Microbe	Microbe
LLM:fpsp-2	FPSP-2	Food	medium_microbe	2	Microbe	keep
LLM:gw0742	GW0742	Food	medium_microbe	2	Microbe	Bioactive
LLM:lacticaseibacillus_rhamnosus_lra05	Lacticaseibacillus rhamnosus LRa05	Food	medium_microbe	2	Microbe	Microbe
LLM:lactiplantibacillus_plantarum_bd7807	Lactiplantibacillus plantarum BD7807	Food	medium_microbe	2	Microbe	Microbe
LLM:lactiplantibacillus_plantarum_scs2	Lactiplantibacillus plantarum SCS2	Food	medium_microbe	2	Microbe	Microbe
LLM:lactiplantibacillus_plantarum_sffi23	Lactiplantibacillus plantarum SFFI23	Food	medium_microbe	2	Microbe	Microbe
LLM:lactobacillus_acidophilus_and_pediococcus_acidilactici_combination	Lactobacillus acidophilus and Pediococcus acidilactici combination	Food	medium_microbe	2	Microbe	keep
LLM:lactobacillus_casei_zhang_lactobacillus_plantarum_p-8_and_bifidobacterium_animal	Lactobacillus casei Zhang, Lactobacillus plantarum P-8 and Bifidobacterium animalis subsp. lactis V9 probiotics	Food	medium_microbe	2	Microbe	keep
LLM:lactobacillus_paracasei_kbl382_and_lactobacillus_plantarum_kbl396	Lactobacillus paracasei KBL382 and Lactobacillus plantarum KBL396	Food	medium_microbe	2	Microbe	keep
LLM:lactobacillus_rhamnosus_gg_vitamin_d3	Lactobacillus rhamnosus GG + vitamin D3	Food	medium_microbe	2	Microbe	keep
LLM:limosilactobacillus_fermentum_hf06_paraprobiotic	Limosilactobacillus fermentum HF06 paraprobiotic	Food	medium_microbe	2	Microbe	Microbe
LLM:limosilactobacillus_fermentum_hf06_postbiotic	Limosilactobacillus fermentum HF06 postbiotic	Food	medium_microbe	2	Microbe	Bioactive
LLM:limosilactobacillus_mucosae_ccfm1273_exopolysaccharide	Limosilactobacillus mucosae CCFM1273 exopolysaccharide	Food	medium_microbe	2	Microbe	Bioactive
LLM:limosilactobacillus_reuteri_fphc2951	Limosilactobacillus reuteri FPHC2951	Food	medium_microbe	2	Microbe	Microbe
LLM:lycium_barbarum_polysaccharides_and_bifidobacterium_longum_olp-01	Lycium barbarum polysaccharides and Bifidobacterium longum OLP-01	Food	medium_microbe	2	Microbe	keep
LLM:mh002_bacterial_consortium	MH002 bacterial consortium	Food	medium_microbe	2	Microbe	keep
LLM:mof-818	MOF-818	Food	medium_microbe	2	Microbe	keep
LLM:ops-2071	OPS-2071	Food	medium_microbe	2	Microbe	Bioactive
LLM:sea_buckthorn_fermented_milk_with_lactiplantibacillus_plantarum_yhg-87	Sea buckthorn fermented milk with Lactiplantibacillus plantarum YHG-87	Food	medium_microbe	2	Microbe	keep
LLM:tak-242	TAK-242	Food	medium_microbe	2	Microbe	Bioactive
LLM:tgf-beta2_enriched_food_for_special_medical_purposes	TGF-β2 enriched food for special medical purposes	Food	medium_microbe	2	Microbe	keep
LLM:vsl_3_synbiotic_with_yacon-based_concentrate	VSL#3 synbiotic with yacon-based concentrate	Food	medium_microbe	2	Microbe	keep
