subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
FOODON:03000287	cheese	Food	decreases_abundance_of	NCBITaxon:201174	Actinomycetota	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-4.69; FDR=0.011; Het.Pval=0.068; rank=class	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	increases_abundance_of	NCBITaxon:572511	Blautia	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=1.94; FDR=0.011; Het.Pval=0.16; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	increases_abundance_of	NCBITaxon:1783272	Bacillati	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=4.3; FDR=0.011; Het.Pval=0.65; rank=phylum	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301126	applesauce	Food	decreases_abundance_of	NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii.t__Faecalibacterium_prausnitzii_unclassified|applesauce	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-1.58; FDR=0.012; Het.Pval=0.87; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	increases_abundance_of	NCBITaxon:201174	Actinomycetota	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria|group_breads	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.633; FDR=0.014; Het.Pval=0.59; rank=class	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	decreases_abundance_of	NCBITaxon:186803	Lachnospiraceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae|group_breads	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.364; FDR=0.014; Het.Pval=0.83; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	decreases_abundance_of	NCBITaxon:40520	Blautia obeum	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum.t__GCF_000153905|fruit	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0815; FDR=0.014; Het.Pval=0.55; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:39488	Anaerobutyricum hallii	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_hallii.t__GCF_000173975|wine_red	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.274; FDR=0.015; Het.Pval=0.064; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	increases_abundance_of	NCBITaxon:239759	Alistipes	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_unclassified|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0129; FDR=0.016; Het.Pval=0.15; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	decreases_abundance_of	NCBITaxon:1680	Bifidobacterium adolescentis	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_adolescentis.t__Bifidobacterium_adolescentis_unclassified|vegetables_cooked_nobutter	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.399; FDR=0.016; Het.Pval=0.7; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	increases_abundance_of	NCBITaxon:338188	Bacteroides finegoldii	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_finegoldii.t__Bacteroides_finegoldii_unclassified|fruit	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0219; FDR=0.017; Het.Pval=0.28; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	decreases_abundance_of	NCBITaxon:201174	Actinomycetota	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria|wine_red	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.782; FDR=0.017; Het.Pval=0.12; rank=class	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
NCBITaxon:7898	Actinopterygii	Food	increases_abundance_of	NCBITaxon:171549	Bacteroidales	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales|group_fish	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=1.28; FDR=0.019; Het.Pval=0.7; rank=order	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301126	applesauce	Food	decreases_abundance_of	NCBITaxon:88431	Dorea longicatena	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena.t__GCF_000154065|applesauce	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-1.36; FDR=0.019; Het.Pval=0.2; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	increases_abundance_of	NCBITaxon:186803	Lachnospiraceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.149; FDR=0.02; Het.Pval=0.34; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	increases_abundance_of	NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.123; FDR=0.02; Het.Pval=0.47; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	increases_abundance_of	NCBITaxon:39486	Dorea formicigenerans	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans.t__Dorea_formicigenerans_unclassified|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0595; FDR=0.02; Het.Pval=0.72; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	increases_abundance_of	NCBITaxon:360807	Roseburia inulinivorans	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans.t__GCF_000174195|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0635; FDR=0.02; Het.Pval=0.12; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	increases_abundance_of	NCBITaxon:128827	Erysipelotrichaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.115; FDR=0.023; Het.Pval=0.19; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:239759	Alistipes	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes|wine_red	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.265; FDR=0.024; Het.Pval=0.22; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:186803	Lachnospiraceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae|wine_red	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.415; FDR=0.024; Het.Pval=0.1; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	increases_abundance_of	NCBITaxon:80840	Burkholderiales	Microbe	Bolte2021	S7:k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.203; FDR=0.025; Het.Pval=0.28; rank=order	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	increases_abundance_of	NCBITaxon:328814	Alistipes shahii	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_shahii.t__GCF_000210575|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.319; FDR=0.025; Het.Pval=0.051; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	increases_abundance_of	NCBITaxon:116085	Pseudocoprococcus catus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_catus.t__GCF_000210555|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.449; FDR=0.025; Het.Pval=0.45; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	decreases_abundance_of	NCBITaxon:1599	Latilactobacillus sakei	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_sakei.t__Lactobacillus_sakei_unclassified|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.163; FDR=0.025; Het.Pval=0.77; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	decreases_abundance_of	NCBITaxon:2037	Actinomycetales	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.162; FDR=0.025; Het.Pval=0.11; rank=order	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	decreases_abundance_of	NCBITaxon:40520	Blautia obeum	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum.t__Ruminococcus_obeum_unclassified|bread	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.153; FDR=0.025; Het.Pval=0.19; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	decreases_abundance_of	NCBITaxon:33039	Mediterraneibacter torques	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques|bread	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.214; FDR=0.025; Het.Pval=0.053; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00001220	sausage (smoked)	Food	decreases_abundance_of	NCBITaxon:820	Bacteroides uniformis	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_uniformis|sausage_smoked	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-3.12; FDR=0.026; Het.Pval=0.067; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	decreases_abundance_of	NCBITaxon:1328	Streptococcus anginosus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_anginosus.t__Streptococcus_anginosus_unclassified|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0517; FDR=0.027; Het.Pval=0.54; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	decreases_abundance_of	NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.131; FDR=0.028; Het.Pval=0.23; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	decreases_abundance_of	NCBITaxon:39948	Dialister	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Dialister|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.155; FDR=0.028; Het.Pval=0.27; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	decreases_abundance_of	NCBITaxon:39485	Lachnospira eligens	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens.t__GCF_000146185|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0474; FDR=0.028; Het.Pval=0.44; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	increases_abundance_of	NCBITaxon:33038	Mediterraneibacter gnavus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_gnavus.t__Ruminococcus_gnavus_unclassified|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0226; FDR=0.028; Het.Pval=0.072; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	decreases_abundance_of	NCBITaxon:218538	Dialister invisus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Dialister.s__Dialister_invisus.t__GCF_000160055|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.146; FDR=0.028; Het.Pval=0.34; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	decreases_abundance_of	NCBITaxon:29466	Veillonella parvula	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula.t__Veillonella_parvula_unclassified|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0038; FDR=0.028; Het.Pval=0.17; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310646	legume	Food	increases_abundance_of	NCBITaxon:301301	Roseburia hominis	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis.t__GCF_000225345|group_legumes	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.402; FDR=0.029; Het.Pval=0.13; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	decreases_abundance_of	NCBITaxon:28026	Bifidobacterium pseudocatenulatum	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum.t__GCF_000173435|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0307; FDR=0.029; Het.Pval=0.17; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00005450	pork fat	Food	increases_abundance_of	NCBITaxon:909930	Acidaminococcaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae|pork_fat	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=1.89; FDR=0.03; Het.Pval=0.69; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00005450	pork fat	Food	increases_abundance_of	NCBITaxon:1689	Bifidobacterium dentium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_dentium.t__Bifidobacterium_dentium_unclassified|pork_fat	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.68; FDR=0.03; Het.Pval=0.44; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	increases_abundance_of	NCBITaxon:674529	Bacteroides faecis	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis.t__GCF_000226135|fruit	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0163; FDR=0.03; Het.Pval=0.23; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	increases_abundance_of	NCBITaxon:28025	Bifidobacterium animalis	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_animalis.t__Bifidobacterium_animalis_unclassified|fruit	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0409; FDR=0.03; Het.Pval=0.29; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	increases_abundance_of	NCBITaxon:577309	Paraprevotella	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella.s__Paraprevotella_unclassified|vegetables_cooked_nobutter	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0472; FDR=0.031; Het.Pval=0.061; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	increases_abundance_of	NCBITaxon:841	Roseburia	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.658; FDR=0.031; Het.Pval=0.55; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	decreases_abundance_of	NCBITaxon:1318	Streptococcus parasanguinis	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis.t__Streptococcus_parasanguinis_unclassified|snack_nut	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.442; FDR=0.032; Het.Pval=0.24; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	decreases_abundance_of	NCBITaxon:909929	Selenomonadales	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales|wine_red	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.442; FDR=0.033; Het.Pval=0.14; rank=order	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:28117	Alistipes putredinis	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_putredinis.t__GCF_000154465|wine_red	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.22; FDR=0.033; Het.Pval=0.35; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03302092	beef fat	Food	increases_abundance_of	NCBITaxon:283168	Odoribacter	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Odoribacter|beef_fat	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.351; FDR=0.037; Het.Pval=0.75; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310815	soft drink	Food	increases_abundance_of	NCBITaxon:626940	Phascolarctobacterium succinatutens	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens.t__GCF_000188175|softdrink_sugar	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0644; FDR=0.038; Het.Pval=0.15; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	decreases_abundance_of	NCBITaxon:1309	Streptococcus mutans	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mutans.t__Streptococcus_mutans_unclassified|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0169; FDR=0.039; Het.Pval=0.081; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	decreases_abundance_of	NCBITaxon:1304	Streptococcus salivarius	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius.t__Streptococcus_salivarius_unclassified|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0596; FDR=0.039; Het.Pval=0.23; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
CHEBI:30879	alcohol	Food	increases_abundance_of	NCBITaxon:186802	Eubacteriales	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales|group_alcohol	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.207; FDR=0.04; Het.Pval=0.14; rank=order	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	increases_abundance_of	NCBITaxon:2585118	Alistipes communis	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidales_noname.g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8.t__GCF_000311925|group_nuts	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.245; FDR=0.04; Het.Pval=0.19; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	decreases_abundance_of	NCBITaxon:841	Roseburia	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_unclassified|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.472; FDR=0.041; Het.Pval=0.68; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
NCBITaxon:7898	Actinopterygii	Food	increases_abundance_of	NCBITaxon:239759	Alistipes	Microbe	Bolte2021	S7:k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes|group_fish	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.542; FDR=0.042; Het.Pval=0.29; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	increases_abundance_of	NCBITaxon:128827	Erysipelotrichaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0448; FDR=0.043; Het.Pval=0.3; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	increases_abundance_of	NCBITaxon:40520	Blautia obeum	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum.t__Ruminococcus_obeum_unclassified|fruit	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0453; FDR=0.044; Het.Pval=0.12; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03307240	chocolate	Food	decreases_abundance_of	NCBITaxon:201174	Actinomycetota	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria|chocolate	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-5.24; FDR=0.045; Het.Pval=0.93; rank=class	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03307240	chocolate	Food	decreases_abundance_of	NCBITaxon:1678	Bifidobacterium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium|chocolate	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-5.68; FDR=0.045; Het.Pval=0.94; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
