subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
FOODON:02021809	atlantic cod	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021809	atlantic cod	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:02021809	atlantic cod	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:02021809	atlantic cod	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021809	atlantic cod	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021809	atlantic cod	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411841	pacific cod	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411841	pacific cod	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411841	pacific cod	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411841	pacific cod	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411841	pacific cod	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411795	atlantic croaker	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03412143	cusk	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03412143	cusk	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411917	dolphinfish	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411917	dolphinfish	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411917	dolphinfish	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411796	freshwater drum	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411796	freshwater drum	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411796	freshwater drum	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03301345	gefilte fish	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03301345	gefilte fish	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03301345	gefilte fish	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411496	grouper	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411496	grouper	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411496	grouper	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411496	grouper	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411496	grouper	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411496	grouper	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411441	haddock	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411586	atlantic herring	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411575	pacific herring	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411575	pacific herring	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411575	pacific herring	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03412144	ling	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03412144	ling	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021894	lingcod	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021894	lingcod	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411790	atlantic mackerel	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03413954	pacific jack mackerel	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03413954	pacific jack mackerel	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03413954	pacific jack mackerel	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03413954	pacific jack mackerel	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411516	king mackerel	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411516	king mackerel	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411516	king mackerel	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
NCBITaxon:8111	Perciformes	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
NCBITaxon:8111	Perciformes	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
NCBITaxon:8111	Perciformes	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
NCBITaxon:8111	Perciformes	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411909	milkfish	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411909	milkfish	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021920	monkfish	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021920	monkfish	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:00003174	painted comber	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411845	ocean pout	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411845	ocean pout	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411143	northern pike	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03309227	atlantic pollock (raw)	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03309227	atlantic pollock (raw)	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03309227	atlantic pollock (raw)	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03309227	atlantic pollock (raw)	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411843	alaska pollock	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021933	florida pompano	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03412145	rock cod	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03305576	fish roe (raw)	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03305576	fish roe (raw)	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03305576	fish roe (raw)	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03305576	fish roe (raw)	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03412328	orange roughy	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03412328	orange roughy	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03412328	orange roughy	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03412328	orange roughy	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:03411437	sablefish	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411437	sablefish	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411437	sablefish	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411437	sablefish	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411437	sablefish	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411437	sablefish	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:02022069	atlantic salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02022069	atlantic salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02022069	atlantic salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411132	chinook salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411115	chum salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:03411117	coho salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:15354	choline	Bioactive	FooDB	710		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:17750	glycine betaine	Bioactive	FooDB	9021		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: USDA	
FOODON:02021848	sockeye salmon	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: USDA	
