subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
NCBITaxon:841	Roseburia	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1690	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:244127	Anaerotruncus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1691	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:216851	Faecalibacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1692	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:41978	Ruminococcus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1693	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:33043	Coprococcus eutactus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1694	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1695	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:40518	Ruminococcus bromii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1696	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:574697	Butyricimonas	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1697	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:28111	Bacteroides eggerthii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1698	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:626932	Alistipes indistinctus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1699	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1747	Propionibacterium acnes	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1700	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1496	Clostridioides difficile	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1701	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:39778	Veillonella dispar	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1702	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:32066	Fusobacteria	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1703	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:229037	Proteus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1704	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:990719	Christensenellaceae	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1705	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:28050	Lachnospira	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1706	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:244127	Anaerotruncus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1707	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:41978	Ruminococcus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1708	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:33043	Coprococcus eutactus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1709	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2043	250	observational	0.85	Rectal biopsy	Inactive form	16S rRNA pyrosequencing
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2079	256	observational	0.8	Faeces	Inactive form	qPCR
NCBITaxon:41978	Ruminococcus	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2081	256	observational	0.8	Faeces	Inactive form	qPCR
NCBITaxon:841	Roseburia	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2083	256	observational	0.8	Faeces	Inactive form	qPCR
NCBITaxon:1680	Bifidobacterium adolescentis	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2085	256	observational	0.8	Faeces	Inactive form	qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2087	256	observational	0.8	Faeces	Inactive form	qPCR
NCBITaxon:41978	Ruminococcus	Microbe	decreased_in	DOID:8778	Crohn's disease (inactive)	IBD_Outcome	Disbiome	2088	256	observational	0.8	Faeces	Inactive form	qPCR
NCBITaxon:1306	Streptococcus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2110	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:59823	Prevotella	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2111	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:59823	Prevotella	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2112	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:482	Neisseria	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2114	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:29465	Veillonella	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2115	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:29465	Veillonella	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2117	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:724	Haemophilus	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2119	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:724	Haemophilus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2121	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:1378	Gemella	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2122	259	observational	0.85	Saliva		16S rRNA pyrosequencing
NCBITaxon:841	Roseburia	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2219	289	observational	0.85	terminal ileal mucosal biopsy specimens		16S rRNA sequencing
NCBITaxon:817	Bacteroides fragilis	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2245	293	observational	0.85	Faeces		Human Intestinal Tract Chip (HITChip)
NCBITaxon:40545	Sutterella wadsworthensis	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2246	293	observational	0.85	Faeces		Human Intestinal Tract Chip (HITChip)
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2247	293	observational	0.85	Faeces		Human Intestinal Tract Chip (HITChip)
NCBITaxon:1547	Clostridium ramosum	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2248	293	observational	0.85	Faeces		Human Intestinal Tract Chip (HITChip)
NCBITaxon:39483	Eubacterium cylindroides	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2249	293	observational	0.85	Faeces		Human Intestinal Tract Chip (HITChip)
NCBITaxon:1496	Clostridioides difficile	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2250	293	observational	0.85	Faeces		Human Intestinal Tract Chip (HITChip)
NCBITaxon:562	Escherichia coli	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2339	308	observational	0.85	Tissue biopsie		PCR-PFGE (Pulsed field gel electrophoresis)
NCBITaxon:102106	Collinsella	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2369	313	observational	0.85	Faeces		16S rDNA pyrosequencing
NCBITaxon:580024	Enterorhabdus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2370	313	observational	0.85	Faeces		16S rDNA pyrosequencing
NCBITaxon:644652	Gordonibacter	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2371	313	observational	0.85	Faeces		16S rDNA pyrosequencing
NCBITaxon:239935	Akkermansia muciniphila	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2372	313	observational	0.85	Faeces		16S rDNA pyrosequencing
NCBITaxon:501571	Butyricicoccus pullicaecorum	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2373	313	observational	0.85	Faeces		16S rDNA pyrosequencing
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2374	313	observational	0.85	Faeces		16S rDNA pyrosequencing
NCBITaxon:41200	Bifidobacterium	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2398	321	observational	0.85	Faeces		FISH
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2419	321	observational	0.85	Faeces		FISH
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:0050589	inflammatory bowel disease	IBD_Outcome	Disbiome	2434	324	observational	0.8	Faeces		qPCR
NCBITaxon:186803	Lachnospiraceae	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2546	334	observational	0.8	Faeces		qPCR
NCBITaxon:84107	Coriobacteriaceae	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2547	334	observational	0.8	Faeces		qPCR
NCBITaxon:41200	Bifidobacterium	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2548	334	observational	0.8	Faeces		qPCR
NCBITaxon:41200	Bifidobacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2549	334	observational	0.8	Faeces		qPCR
NCBITaxon:186803	Lachnospiraceae	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2550	334	observational	0.8	Faeces		qPCR
NCBITaxon:84107	Coriobacteriaceae	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2551	334	observational	0.8	Faeces		qPCR
NCBITaxon:1591	Lactobacillus	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2552	334	observational	0.85	Faeces		Cell culture
NCBITaxon:41200	Bifidobacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2553	334	observational	0.85	Faeces		Cell culture
NCBITaxon:41200	Bifidobacterium	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2554	334	observational	0.85	Faeces		Cell culture
NCBITaxon:562	Escherichia coli	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2657	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:623	Shigella flexneri	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2658	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1849603	Enterobacteriaceae bacterium	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2659	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:28901	Salmonella enterica	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2660	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:208479	Clostridium boltae	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2661	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1535	Clostridium leptum	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2662	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2663	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1506	Clostridium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2664	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1265	Ruminococcus flavefaciens	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2665	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1352	Enterococcus faecium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2666	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:166486	Roseburia intestinalis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2667	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1398	Bacillus coagulans	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2668	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:29523	Bacteroides	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2669	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:384638	Bacteroides pectinophilus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2670	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:820	Bacteriodes uniformis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2671	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:77095	Prevotella bryantii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2672	346	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:562	Escherichia coli	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2673	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1496	Clostridioides difficile	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2674	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1506	Clostridium	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2675	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:1535	Clostridium leptum	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2676	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2677	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:181675	Lactobacillus coleohominis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2678	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:29523	Bacteroides	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2679	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:315405	Streptococcus gallolyticus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2680	346	observational	0.8	Ulcerated tissue		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2754	356	observational	0.83	Faeces		qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2799	362	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:301301	Roseburia hominis	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2800	362	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:216816	Bifidobacterium longum	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2801	362	observational	0.8	Faeces		Denaturating gradient gel electrophoresis (DGGE)
NCBITaxon:41294	Bradyrhizobiaceae	Microbe	increased_in	DOID:0050589	inflammatory bowel disease	IBD_Outcome	Disbiome	2821	366	observational	0.85	Tissue biopsie		Metagenomic sequencing
NCBITaxon:543	Enterobacteriaceae	Microbe	increased_in	DOID:0050589	inflammatory bowel disease	IBD_Outcome	Disbiome	2822	366	observational	0.85	Tissue biopsie		Metagenomic sequencing
NCBITaxon:80864	Comamonadaceae	Microbe	increased_in	DOID:0050589	inflammatory bowel disease	IBD_Outcome	Disbiome	2823	366	observational	0.85	Tissue biopsie		Metagenomic sequencing
NCBITaxon:468	Moraxellaceae	Microbe	increased_in	DOID:0050589	inflammatory bowel disease	IBD_Outcome	Disbiome	2824	366	observational	0.85	Tissue biopsie		Metagenomic sequencing
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2826	367	observational	0.8	Tissue biopsie		qPCR
NCBITaxon:29523	Bacteroides	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2827	367	observational	0.8	Tissue biopsie		qPCR
NCBITaxon:1591	Lactobacillus	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2828	367	observational	0.8	Tissue biopsie		qPCR
NCBITaxon:562	Escherichia coli	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2829	367	observational	0.8	Tissue biopsie		qPCR
NCBITaxon:820	Bacteriodes uniformis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2830	368	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:28116	Bacteroides ovatus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2831	368	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:821	Bacteroides vulgatus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2832	368	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:817	Bacteroides fragilis	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2956	380	observational	0.85	Tissue biopsie		FISH
NCBITaxon:59823	Prevotella	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2957	380	observational	0.85	Tissue biopsie		FISH
NCBITaxon:59823	Prevotella	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2961	380	observational	0.85	Tissue biopsie		FISH
NCBITaxon:817	Bacteroides fragilis	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2962	380	observational	0.85	Tissue biopsie		FISH
NCBITaxon:39491	Eubacterium rectale	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2963	380	observational	0.85	Tissue biopsie		FISH
NCBITaxon:39491	Eubacterium rectale	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2965	380	observational	0.85	Tissue biopsie		FISH
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2966	381	observational	0.8	Faeces		qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	2967	381	observational	0.8	Faeces		qPCR
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2968	381	observational	0.8	Faeces		qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	2969	381	observational	0.8	Faeces		qPCR
NCBITaxon:562	Escherichia coli	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3059	388	observational	0.85	Granuloma		Laser Capture Microdissection - PCR
NCBITaxon:29523	Bacteroides	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3061	389	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:186826	Lactobacillales	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3062	389	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:29523	Bacteroides	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3064	389	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:186826	Lactobacillales	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3066	389	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:216851	Faecalibacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3067	389	observational	0.85	Faeces		Terminal Restriction Fragment Lengt Polymorphism (TRFLP)
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3069	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:817	Bacteroides fragilis	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3070	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1150298	Fusicatenibacter saccharivorans	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3071	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:572511	Blautia	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3072	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:39486	Dorea formicigenerans	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3073	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1544	Clostridium oroticum	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3074	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:33038	Ruminococcus gnavus	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3075	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:154046	Clostridium hathewayi	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3076	390	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:2702	Gardnerella vaginalis	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3188	404	observational	0.85	Urine		FISH
NCBITaxon:2702	Gardnerella vaginalis	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3189	404	observational	0.85	Urine		FISH
NCBITaxon:815	Bacteroidaceae	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3397	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:1647988	Akkermansiaceae	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3398	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:31979	Clostridiaceae	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3399	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:186804	Peptostreptococcaceae	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3400	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:543	Enterobacteriaceae	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3401	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:541000	Ruminococcaceae	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3402	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:31953	Bifidobacteriaceae	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3403	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:2049	Actinomycetaceae	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3404	429	observational	0.85	Tissue biopsie		16S rRNA sequencing
NCBITaxon:625	Shigella	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3405	430	observational	0.88	Faeces		16S rRNA sequencing
NCBITaxon:216851	Faecalibacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3406	430	observational	0.88	Faeces		16S rRNA sequencing
NCBITaxon:216851	Faecalibacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3408	430	observational	0.88	Faeces		16S rRNA sequencing
NCBITaxon:39491	Eubacterium rectale	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3409	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3410	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:35833	Bilophila wadsworthia	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3411	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:1547	Clostridium ramosum	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3412	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:562	Escherichia coli	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3413	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:33038	Ruminococcus gnavus	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3414	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:851	Fusobacterium nucleatum	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	3415	431	observational	0.85	Faeces		Metagenomic sequencing
NCBITaxon:1306	Streptococcus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3464	436	observational	0.85	Faeces		16S rRNA pyrosequencing
NCBITaxon:35783	Enterococcus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3465	436	observational	0.85	Faeces		16S rRNA pyrosequencing
NCBITaxon:33042	Coprococcus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	3466	436	observational	0.85	Faeces		16S rRNA pyrosequencing
