id	label	type
LLM:bifidobacterium_bifidum_bd-1	Bifidobacterium bifidum BD-1	Microbe
LLM:bifidobacterium_bifidum_bgn4	Bifidobacterium bifidum BGN4	Microbe
LLM:bifidobacterium_bifidum_bgn4-sk	Bifidobacterium bifidum BGN4-SK	Microbe
LLM:bifidobacterium_bifidum_fjswx19m5	Bifidobacterium bifidum FJSWX19M5	Microbe
LLM:bifidobacterium_bifidum_fl-228_1	Bifidobacterium bifidum FL-228.1	Microbe
LLM:bifidobacterium_bifidum_fl-276_1	Bifidobacterium bifidum FL-276.1	Microbe
LLM:bifidobacterium_bifidum_g9-1	Bifidobacterium bifidum G9-1	Microbe
LLM:bifidobacterium_bifidum_h3-r2	Bifidobacterium bifidum H3-R2	Microbe
LLM:bifidobacterium_bifidum_m1-3	Bifidobacterium bifidum M1-3	Microbe
LLM:bifidobacterium_bifidum_mimbb75	Bifidobacterium bifidum MIMBb75	Microbe
LLM:bifidobacterium_bifidum_pi22	Bifidobacterium bifidum PI22	Microbe
LLM:bifidobacterium_bifidum_tmc3115	Bifidobacterium bifidum TMC3115	Microbe
LLM:bifidobacterium_bifidum_wbin03	Bifidobacterium bifidum WBIN03	Microbe
LLM:bifidobacterium_breve	Bifidobacterium breve	Microbe
LLM:bifidobacterium_breve_b2798	Bifidobacterium breve B2798	Microbe
LLM:bifidobacterium_breve_bif11	Bifidobacterium breve Bif11	Microbe
LLM:bifidobacterium_breve_m16v	Bifidobacterium breve M16V	Microbe
LLM:bifidobacterium_breve_ncim5671	Bifidobacterium breve NCIM5671	Microbe
LLM:bifidobacterium_breve_shmb_8001	Bifidobacterium breve SHMB 8001	Microbe
LLM:bifidobacterium_choerinum	Bifidobacterium choerinum	Microbe
LLM:bifidobacterium_infantis	Bifidobacterium infantis	Microbe
LLM:bifidobacterium_infantis_and_xylooligosaccharide	Bifidobacterium infantis and xylooligosaccharide	Food
LLM:bifidobacterium_lactis	Bifidobacterium lactis	Microbe
LLM:bifidobacterium_lactis_bl-99	Bifidobacterium lactis BL-99	Microbe
LLM:bifidobacterium_lactis_la804	Bifidobacterium lactis LA804	Microbe
LLM:bifidobacterium_lactis_v9	Bifidobacterium lactis V9	Microbe
LLM:bifidobacterium_longum-endostatin	Bifidobacterium longum-Endostatin	Microbe
LLM:bifidobacterium_longum_3-14	Bifidobacterium longum 3-14	Microbe
LLM:bifidobacterium_longum_51a	Bifidobacterium longum 51A	Microbe
LLM:bifidobacterium_longum_baa2573	Bifidobacterium longum BAA2573	Microbe
LLM:bifidobacterium_longum_bb536	Bifidobacterium longum BB536	Microbe
LLM:bifidobacterium_longum_bif10	Bifidobacterium longum Bif10	Microbe
LLM:bifidobacterium_longum_bif16	Bifidobacterium longum Bif16	Microbe
LLM:bifidobacterium_longum_bl300	Bifidobacterium longum BL300	Microbe
LLM:bifidobacterium_longum_bl986	Bifidobacterium longum BL986	Microbe
LLM:bifidobacterium_longum_cba7106	Bifidobacterium longum CBA7106	Microbe
LLM:bifidobacterium_longum_ccfm1206	Bifidobacterium longum CCFM1206	Microbe
LLM:bifidobacterium_longum_cect_7894	Bifidobacterium longum CECT 7894	Microbe
LLM:bifidobacterium_longum_nsp001-derived_extracellular_vesicles	Bifidobacterium longum NSP001-derived extracellular vesicles	Bioactive
LLM:bifidobacterium_longum_olp-01	Bifidobacterium longum OLP-01	Microbe
LLM:bifidobacterium_longum_selenium-enriched_mutant	Bifidobacterium longum selenium-enriched mutant	Microbe
LLM:bifidobacterium_longum_subsp_infantis	Bifidobacterium longum subsp. infantis	Microbe
LLM:bifidobacterium_longum_subsp_longum	Bifidobacterium longum subsp. longum	Microbe
LLM:bifidobacterium_longum_subsp_longum_ys108r_exopolysaccharide	Bifidobacterium longum subsp. longum YS108R exopolysaccharide	Bioactive
LLM:bifidobacterium_phage	Bifidobacterium phage	Microbe
LLM:bifidobacterium_pseudocatenulatum_bi-ota128	Bifidobacterium pseudocatenulatum Bi-OTA128	Microbe
LLM:bifidobacterium_pseudocatenulatum_g7	Bifidobacterium pseudocatenulatum G7	Microbe
LLM:bifidobacterium_pseudolongulum	Bifidobacterium pseudolongulum	Microbe
LLM:bifidobacterium_pseudolongum	Bifidobacterium pseudolongum	Microbe
LLM:bifidobacterium_spp	Bifidobacterium spp.	Microbe
LLM:bilberry_anthocyanin_extract	bilberry anthocyanin extract	Bioactive
LLM:bile_acid-inducible_gene	bile acid-inducible gene	Microbe
LLM:bile_acid_diarrhoea	bile acid diarrhoea	IBD_Outcome
LLM:bile_acid_levels	bile acid levels	IBD_Outcome
LLM:bile_acid_synthase	bile acid synthase	Microbe
LLM:bile_salt_hydrolase	bile salt hydrolase	Bioactive
LLM:bile_salt_hydrolase-expressing_bacteria	bile salt hydrolase-expressing bacteria	Microbe
LLM:bilobalide	Bilobalide	Bioactive
LLM:bilr_enzyme	BilR enzyme	Bioactive
LLM:bin1_monoclonal_antibody	Bin1 monoclonal antibody	Food
LLM:bio-25_probiotic	BIO-25 probiotic	Food
LLM:bioactive_compounds	bioactive compounds	Bioactive
LLM:biohm	BIOHM	Food
LLM:biolex_mb40	Biolex MB40	Food
LLM:biologic_therapy_failure	biologic therapy failure	IBD_Outcome
LLM:biombalance	Biombalance	Food
LLM:biopersist	BioPersist	Food
LLM:bisdemethoxycurcumin	bisdemethoxycurcumin	Bioactive
LLM:bitter_melon_seed_oil_emulsion	bitter melon seed oil emulsion	Food
LLM:black_koji_amazake	black koji Amazake	Food
LLM:black_sorghum_bran	Black sorghum bran	Food
LLM:black_tea	black tea	Food
LLM:black_wolfberry_anthocyanin	black wolfberry anthocyanin	Bioactive
LLM:black_wolfberry_juice	black wolfberry juice	Food
LLM:black_wolfberry_polysaccharide	black wolfberry polysaccharide	Bioactive
LLM:blackcurrant	blackcurrant	Food
LLM:blackened_jujube_polysaccharide-zn_complex	blackened jujube polysaccharide-Zn complex	Bioactive
LLM:blastocystis	Blastocystis	Microbe
LLM:blastocystis_st4	Blastocystis ST4	Microbe
LLM:blastocystis_st7	Blastocystis ST7	Microbe
LLM:blautia_hominis_lyh1	Blautia hominis LYH1	Microbe
LLM:blautia_intestinihominis	Blautia intestinihominis	Microbe
LLM:blautia_massiliensis	Blautia massiliensis	Microbe
LLM:blautia_phage	Blautia phage	Microbe
LLM:blautia_producta	Blautia producta	Microbe
LLM:blautia_producta_1009924	Blautia producta 1009924	Microbe
LLM:bleps-1	BLEPS-1	Food
LLM:bletilla_striata_polysaccharide	Bletilla striata polysaccharide	Bioactive
LLM:blood_microbiota	blood microbiota	Microbe
LLM:boletus_aereus_polysaccharide	Boletus aereus polysaccharide	Bioactive
LLM:bornyl_acetate	bornyl acetate	Bioactive
LLM:bovine_lactoferrin	bovine lactoferrin	Food
LLM:bovine_milk-derived_extracellular_vesicles	bovine milk-derived extracellular vesicles	Food
LLM:bovine_milk_fat_globule_membrane	bovine milk fat globule membrane	Food
LLM:bowel_movement_frequency	bowel movement frequency	IBD_Outcome
LLM:branched-chain_amino_acid	branched-chain amino acid	Bioactive
LLM:branched-chain_amino_acids	branched-chain amino acids	Bioactive
LLM:brasenia_schreberi_mucilage	Brasenia schreberi mucilage	Food
LLM:brevilin_a	Brevilin A	Food
LLM:broccoli	broccoli	Food
LLM:broccoli_seed_extract	broccoli seed extract	Food
LLM:broccoli_sprouts	broccoli sprouts	Food
LLM:broccoli_stalks	broccoli stalks	Food
LLM:bronze_tomato	Bronze tomato	Food
LLM:brown_sorghum_grain_ethanolic_phenolic_extract	brown sorghum grain ethanolic phenolic extract	Food
LLM:brown_sorghum_leaf_ethanolic_phenolic_extract	brown sorghum leaf ethanolic phenolic extract	Food
LLM:brucella	Brucella	Microbe
LLM:bruguiera_gymnorrhiza_fruit	Bruguiera gymnorrhiza fruit	Food
LLM:buchnera	Buchnera	Microbe
LLM:buckwheat	buckwheat	Food
LLM:bullous_pemphigoid	bullous pemphigoid	IBD_Outcome
LLM:burkholderia-caballeronia-paraburkholderia	Burkholderia-Caballeronia-Paraburkholderia	Microbe
LLM:burkholderiaceae	Burkholderiaceae	Microbe
LLM:butyl-fructooligosaccharides	Butyl-fructooligosaccharides	Food
LLM:butylchlorogenate	butylchlorogenate	Bioactive
LLM:butyrate	butyrate	Bioactive
LLM:butyrate-apigenin_gel_bead	butyrate-apigenin gel bead	Food
LLM:butyrate-enriched_scfa_mixture	butyrate-enriched SCFA mixture	Food
LLM:butyrate-generating_microbe	butyrate-generating microbe	Microbe
LLM:butyrate-lsc-microincapsulated	Butyrate-Lsc-Microincapsulated	Food
LLM:butyrate-producing_bacteria	butyrate-producing bacteria	Microbe
LLM:butyrate_production	butyrate production	IBD_Outcome
LLM:butyric_acid	butyric acid	Bioactive
LLM:butyric_acid-producing_bacteria	butyric acid-producing bacteria	Microbe
LLM:butyricicoccus_porcorum	Butyricicoccus porcorum	Microbe
LLM:butyricicoccus_pullicaecorum_25-3t	Butyricicoccus pullicaecorum 25-3T	Microbe
LLM:butyricimonas_muris	Butyricimonas muris	Microbe
LLM:butyricoccus	Butyricoccus	Microbe
LLM:butyrivibrio	Butyrivibrio	Microbe
LLM:butyrolactone-i	Butyrolactone-I	Food
LLM:butyrylated_fructooligosaccharides	Butyrylated fructooligosaccharides	Food
LLM:caesaldekarin_e	caesaldekarin e	Food
LLM:caffeic_acid	caffeic acid	Bioactive
LLM:caffeine	caffeine	Bioactive
LLM:caffeoylquinic_acid	caffeoylquinic acid	Bioactive
LLM:caffeoylquinic_acid_ethyl_ester	caffeoylquinic acid ethyl ester	Bioactive
LLM:cag-590_sp000431135	CAG-590 sp000431135	Microbe
LLM:calcium_butyrate	calcium butyrate	Bioactive
LLM:calliandra_haematocephala_extract	Calliandra haematocephala extract	Food
LLM:caloric_restriction	caloric restriction	Food
LLM:camel_milk_exosomes	camel milk exosomes	Food
LLM:camel_milk_fat_globule_membrane_protein	camel milk fat globule membrane protein	Food
LLM:camellia_nitidissima_chi_extract	Camellia nitidissima Chi extract	Food
LLM:camellia_oil	camellia oil	Food
LLM:campilobacterota	Campilobacterota	Microbe
LLM:campylobacter	Campylobacter	Microbe
LLM:campylobacter_concisus	Campylobacter concisus	Microbe
LLM:campylobacter_showae	Campylobacter showae	Microbe
LLM:campylobacterales	Campylobacterales	Microbe
LLM:campylobacteria	Campylobacteria	Microbe
LLM:candida_utilis	Candida utilis	Microbe
LLM:candidatus	Candidatus	Microbe
LLM:candidatus_bacilloplasma	Candidatus Bacilloplasma	Microbe
LLM:candidatus_heliusvirales	Candidatus Heliusvirales	Microbe
LLM:candidatus_saccharimonas	Candidatus_Saccharimonas	Microbe
LLM:candidatus_stoquefichus	Candidatus Stoquefichus	Microbe
LLM:canine_inflammatory_bowel_disease	canine inflammatory bowel disease	IBD_Outcome
LLM:cannabidiol	cannabidiol	Bioactive
LLM:cannabidivarin	cannabidivarin	Food
LLM:cape-emulsion	CAPE-emulsion	Food
LLM:capnocytophaga_gingivalis	Capnocytophaga gingivalis	Microbe
LLM:capsaicin	capsaicin	Food
LLM:capsular_polysaccharide	capsular polysaccharide	Bioactive
LLM:carbohydrate-active_enzymes	carbohydrate-active enzymes	Bioactive
LLM:carboxylic_acid	carboxylic acid	Bioactive
LLM:carboxymethyl_cellulose	carboxymethyl cellulose	Bioactive
LLM:carboxymethylated_beta-glucan	carboxymethylated β-glucan	Bioactive
LLM:carboxymethylcellulose	carboxymethylcellulose	Bioactive
LLM:cardiac_glycoside_reductase_2	cardiac glycoside reductase 2	Bioactive
LLM:cardiovascular_inflammation	cardiovascular inflammation	IBD_Outcome
LLM:carnitine	carnitine	Food
LLM:carob_leaf_infusion	carob leaf infusion	Food
LLM:carrageenan	carrageenan	Food
LLM:carvacrol	carvacrol	Bioactive
LLM:carvacrol_and_thymol	carvacrol and thymol	Bioactive
LLM:casein_hydrolysate	casein hydrolysate	Bioactive
LLM:catestatin	catestatin	Food
LLM:caulerpin	caulerpin	Food
LLM:causonis_japonica_extract	Causonis japonica extract	Food
LLM:cawo4_ycw	CaWO4@YCW	Food
LLM:cd-treat_food-based_diet	CD-TREAT food-based diet	Food
LLM:cd_microbiome	CD microbiome	Microbe
LLM:cd_microbiota	CD microbiota	Microbe
LLM:cdd-2103	CDD-2103	Food
LLM:cded_pen	CDED+PEN	Food
LLM:cecropin_a	Cecropin A	Food
LLM:celery_flavonoids	celery flavonoids	Bioactive
LLM:celery_soluble_dietary_fiber	celery soluble dietary fiber	Food
LLM:celiac_disease	celiac disease	IBD_Outcome
LLM:cellulose_acetate_butyrate_nanocarrier	cellulose acetate butyrate nanocarrier	Food
LLM:centella_asiatica_ethanol_extract	Centella asiatica ethanol extract	Food
LLM:centella_asiatica_extract	Centella asiatica extract	Food
LLM:cereal_vinegar_sediment	cereal vinegar sediment	Food
LLM:changyanning	Changyanning	Food
LLM:chebulagic_acid	chebulagic acid	Bioactive
LLM:chemotherapy-induced_diarrhea	chemotherapy-induced diarrhea	IBD_Outcome
LLM:chenodeoxycholic_acid	chenodeoxycholic acid	Bioactive
LLM:chenopodium_formosanum	Chenopodium formosanum	Food
LLM:cheonggukjang	Cheonggukjang	Food
LLM:cherry_polyphenol_extract	cherry polyphenol extract	Bioactive
LLM:chestnut_nonstarch_polysaccharide	chestnut nonstarch polysaccharide	Bioactive
LLM:chicoric_acid	chicoric acid	Bioactive
LLM:chili	chili	Food
LLM:chimonanthus_salicifolius_extract	Chimonanthus salicifolius extract	Food
LLM:chinese_dwarf_cherry_fermentation_juice	Chinese dwarf cherry fermentation juice	Food
LLM:chinese_olive_polyphenols	Chinese olive polyphenols	Bioactive
LLM:chinese_yam_polysaccharide	Chinese yam polysaccharide	Bioactive
LLM:chinese_yam_polysaccharide_cyp-1	Chinese yam polysaccharide CYP-1	Bioactive
LLM:chinese_yam_starch	Chinese yam starch	Food
LLM:chitin-glucan	chitin-glucan	Food
LLM:chitin-glucan_and_lactobacillus_acidophilus_ncfm_synbiotic	chitin-glucan and Lactobacillus acidophilus NCFM synbiotic	Food
LLM:chitin_derivatives	chitin derivatives	Food
LLM:chitooligosaccharides	chitooligosaccharides	Food
LLM:chitosan	chitosan	Food
LLM:chitosan_oligosaccharides	Chitosan oligosaccharides	Food
LLM:chlamydia_muridarum	Chlamydia muridarum	Microbe
LLM:chlorella_vulgaris	Chlorella vulgaris	Food
LLM:chlorogenic_acid	chlorogenic acid	Bioactive
LLM:chlorogenic_acid_and_sodium_alginate_combination	chlorogenic acid and sodium alginate combination	Bioactive
LLM:cholesterol_sulfate	cholesterol sulfate	Bioactive
LLM:christensenella_intestinihominis	Christensenella intestinihominis	Microbe
LLM:christensenella_intestinihominis_af73-05cm02	Christensenella intestinihominis AF73-05CM02	Microbe
LLM:christensenellaceae_minuta	Christensenellaceae minuta	Microbe
LLM:christensenellaceae_minuta_probiotic	Christensenellaceae minuta probiotic	Microbe
LLM:christensenellaceae_r-7	Christensenellaceae R-7	Microbe
LLM:christensenellales	Christensenellales	Microbe
LLM:chronic_colitis	chronic colitis	IBD_Outcome
LLM:chronic_enteropathy	chronic enteropathy	IBD_Outcome
LLM:chronic_granulomatous_disease	chronic granulomatous disease	IBD_Outcome
LLM:chronic_hepatitis_b	chronic hepatitis B	IBD_Outcome
LLM:chronic_inflammatory_enteropathy	chronic inflammatory enteropathy	IBD_Outcome
LLM:chronic_radiation_enteritis	chronic radiation enteritis	IBD_Outcome
LLM:chronic_systemic_inflammation	chronic systemic inflammation	IBD_Outcome
LLM:chrysanthemum_morifolium_polysaccharide	Chrysanthemum morifolium polysaccharide	Bioactive
LLM:chrysin	chrysin	Bioactive
LLM:cili_polyphenols	CiLi polyphenols	Bioactive
LLM:cinnamaldehyde	cinnamaldehyde	Food
LLM:cinnamon_essential_oil	cinnamon essential oil	Food
LLM:cinobufotalin	cinobufotalin	Food
LLM:cis-11_14-eicosadienoic_acid	cis-11,14-eicosadienoic acid	Bioactive
LLM:cistanche_deserticola_polysaccharide	Cistanche deserticola polysaccharide	Bioactive
LLM:cistanche_tubulosa_polysaccharide	Cistanche tubulosa polysaccharide	Bioactive
LLM:citric_acid	citric acid	Bioactive
LLM:citrobacter_portucalensis	Citrobacter portucalensis	Microbe
LLM:citrobacter_rodentium	Citrobacter rodentium	Microbe
LLM:citrobacter_rodentium-induced_colitis	Citrobacter rodentium-induced colitis	IBD_Outcome
LLM:citrulline_enriched_milk	citrulline enriched milk	Food
LLM:citrus_peel_polyphenols	citrus peel polyphenols	Bioactive
LLM:cladosporium_sphaerospermum	Cladosporium sphaerospermum	Microbe
LLM:claudin	Claudin	Microbe
LLM:clavispora_lusitaniae	Clavispora lusitaniae	Microbe
LLM:clonorchis_sinensis_infection	Clonorchis sinensis infection	Food
LLM:clostridia	Clostridia	Microbe
LLM:clostridia-ucg-014	Clostridia-UCG-014	Microbe
LLM:clostridia_ucg-014	Clostridia UCG-014	Microbe
LLM:clostridia_ucg_014	Clostridia UCG 014	Microbe
LLM:clostridiales	Clostridiales	Microbe
LLM:clostridiales_vadin-bb60	Clostridiales vadin-BB60	Microbe
LLM:clostridicae	Clostridicae	Microbe
LLM:clostridioides_difficile_colitis	Clostridioides difficile colitis	IBD_Outcome
LLM:clostridioides_difficile_infection	Clostridioides difficile infection	IBD_Outcome
LLM:clostridioides_innocuum	Clostridioides innocuum	Microbe
LLM:clostridium_ap_sp000509125	Clostridium AP sp000509125	Microbe
LLM:clostridium_asparagiforme	Clostridium asparagiforme	Microbe
LLM:clostridium_bolteae	Clostridium bolteae	Microbe
LLM:clostridium_butyricum-derived_antimicrobial_peptides	Clostridium butyricum-derived antimicrobial peptides	Bioactive
LLM:clostridium_butyricum_and_bifidobacterium_infantis	Clostridium butyricum and Bifidobacterium infantis	Food
LLM:clostridium_butyricum_and_chitooligosaccharides	Clostridium butyricum and chitooligosaccharides	Food
LLM:clostridium_butyricum_c1-6	Clostridium butyricum C1-6	Microbe
LLM:clostridium_butyricum_extracellular_vesicle	Clostridium butyricum extracellular vesicle	Bioactive
LLM:clostridium_butyricum_extracellular_vesicles	Clostridium butyricum extracellular vesicles	Bioactive
LLM:clostridium_butyricum_fermented_metabolites	Clostridium butyricum fermented metabolites	Bioactive
LLM:clostridium_butyricum_gkb7	Clostridium butyricum GKB7	Microbe
LLM:clostridium_butyricum_miyairi588	Clostridium butyricum Miyairi588	Microbe
LLM:clostridium_cluster_iv	Clostridium cluster IV	Microbe
LLM:clostridium_cluster_xiva	Clostridium cluster XIVa	Microbe
LLM:clostridium_clusters_iv_and_xiva	Clostridium clusters IV and XIVa	Microbe
LLM:clostridium_cocleatum	Clostridium cocleatum	Microbe
LLM:clostridium_difficile	Clostridium difficile	Microbe
LLM:clostridium_difficile_colonization	Clostridium difficile colonization	IBD_Outcome
LLM:clostridium_erysipelae	Clostridium erysipelae	Microbe
LLM:clostridium_felsineum	Clostridium felsineum	Microbe
LLM:clostridium_hiranonis	Clostridium hiranonis	Microbe
LLM:clostridium_histolyticum	Clostridium histolyticum	Microbe
LLM:clostridium_innocuum	Clostridium innocuum	Microbe
LLM:clostridium_iv	Clostridium IV	Microbe
LLM:clostridium_methylpentosum	Clostridium methylpentosum	Microbe
LLM:clostridium_nexile	Clostridium nexile	Microbe
LLM:clostridium_scindens	Clostridium scindens	Microbe
LLM:clostridium_sensu_stricto	Clostridium sensu stricto	Microbe
LLM:clostridium_sensu_stricto-1	Clostridium sensu stricto-1	Microbe
LLM:clostridium_sensu_stricto_1	Clostridium sensu stricto 1	Microbe
LLM:clostridium_sp_cag_299	Clostridium sp. CAG:299	Microbe
LLM:clostridium_sporogenes	Clostridium sporogenes	Microbe
LLM:clostridium_subcluster_xiva	Clostridium subcluster XIVa	Microbe
LLM:clostridium_symbiosum	Clostridium symbiosum	Microbe
LLM:clostridium_tyrobutyricum	Clostridium tyrobutyricum	Microbe
LLM:clostridium_xi	Clostridium_XI	Microbe
LLM:clostridium_xiv	Clostridium XIV	Microbe
LLM:clostridium_xiva	Clostridium XIVa	Microbe
LLM:clostridium_xivalpha	Clostridium XIVα	Microbe
LLM:clostridium_xlvb	Clostridium XlVb	Microbe
LLM:cobalamin	cobalamin	Bioactive
LLM:cocoa_polyphenol	cocoa polyphenol	Bioactive
LLM:cocoa_polyphenols	cocoa polyphenols	Bioactive
LLM:coconut_water	coconut water	Food
LLM:codonopsis_pilosula	Codonopsis pilosula	Food
LLM:codonopsis_pilosula_inulin-type_fructan_cp-a	Codonopsis pilosula inulin-type fructan CP-A	Food
LLM:codonopsis_pilosula_polysaccharide	Codonopsis pilosula polysaccharide	Bioactive
LLM:coffee	coffee	Food
LLM:coix_seed_oil	Coix seed oil	Food
LLM:coix_seed_polysaccharide	Coix seed polysaccharide	Bioactive
LLM:cold_drinking_water	cold drinking water	Food
LLM:colesevelam	colesevelam	Food
LLM:colidextribacter	Colidextribacter	Microbe
LLM:colitis	colitis	IBD_Outcome
LLM:colitis-associated_cancer	colitis-associated cancer	IBD_Outcome
LLM:colitis-associated_carcinogenesis	colitis-associated carcinogenesis	IBD_Outcome
LLM:colitis-associated_colorectal_cancer	colitis-associated colorectal cancer	IBD_Outcome
LLM:colitis-associated_colorectal_carcinoma	colitis-associated colorectal carcinoma	IBD_Outcome
LLM:colitis-associated_tumorigenesis	colitis-associated tumorigenesis	IBD_Outcome
LLM:colitis-associated_visceral_pain	colitis-associated visceral pain	IBD_Outcome
LLM:colitis-related_carcinogenesis	colitis-related carcinogenesis	IBD_Outcome
LLM:colitis_susceptibility	colitis susceptibility	IBD_Outcome
LLM:collagenous_colitis	collagenous colitis	IBD_Outcome
LLM:collinsella_stercoris	Collinsella stercoris	Microbe
LLM:colon_cancer	colon cancer	IBD_Outcome
LLM:colon_inflammation	colon inflammation	IBD_Outcome
LLM:colon_polyps	colon polyps	IBD_Outcome
LLM:colon_tumorigenesis	colon tumorigenesis	IBD_Outcome
LLM:colonic_crohn_s_disease	colonic Crohn's disease	IBD_Outcome
LLM:colonic_dysmotility	colonic dysmotility	IBD_Outcome
LLM:colonic_hypersensitivity	colonic hypersensitivity	IBD_Outcome
LLM:colonic_inflammation	colonic inflammation	IBD_Outcome
LLM:colonic_microbiota	colonic microbiota	Microbe
LLM:colonic_precancerous_lesion	colonic precancerous lesion	IBD_Outcome
LLM:colorectal_adenoma	colorectal adenoma	IBD_Outcome
LLM:colorectal_cancer	colorectal cancer	IBD_Outcome
LLM:colorectal_cancer_in_ibd	colorectal cancer in IBD	IBD_Outcome
LLM:colorectal_carcinoma	colorectal carcinoma	IBD_Outcome
LLM:coltect	Coltect	Food
LLM:comamonas	Comamonas	Microbe
LLM:combretum_micranthum_ethanolic_extract	Combretum micranthum ethanolic extract	Food
LLM:commensal_bacteria	commensal bacteria	Microbe
LLM:commiphora_leptophloeos_extract	Commiphora leptophloeos extract	Food
LLM:companilactobacillus_crustorum_mn047	Companilactobacillus crustorum MN047	Microbe
LLM:complex_anal_fistula	complex anal fistula	IBD_Outcome
LLM:composite_sophora_colon-soluble_capsule	composite Sophora colon-soluble capsule	Food
LLM:compound_polysaccharides	compound polysaccharides	Bioactive
LLM:confectionery_products	confectionery products	Food
LLM:congenital_chloride_diarrhea	congenital chloride diarrhea	IBD_Outcome
LLM:conjugated_bile_acid	conjugated bile acid	Bioactive
LLM:conjugated_linoleic_acid	conjugated linoleic acid	Bioactive
LLM:control_diet	control diet	Food
LLM:coptidis_rhizoma_processed_with_evodia_rutaecarpa	Coptidis Rhizoma processed with Evodia Rutaecarpa	Food
LLM:coptis_chinensis	Coptis chinensis	Food
LLM:coptis_chinensis_franch	Coptis chinensis Franch	Food
LLM:coptis_chinensis_polysaccharide	Coptis chinensis polysaccharide	Bioactive
LLM:coptis_chinensis_polysaccharide_and_berberine_combination	Coptis chinensis polysaccharide and berberine combination	Bioactive
LLM:coptis_chinensis_total_alkaloids	Coptis chinensis total alkaloids	Bioactive
LLM:coptisine	Coptisine	Food
LLM:cordyceps_cicadae_polysaccharide	Cordyceps cicadae polysaccharide	Bioactive
LLM:cordyceps_cicadae_polysaccharides	Cordyceps cicadae polysaccharides	Bioactive
LLM:cordyceps_militaris	Cordyceps militaris	Food
LLM:cordyceps_militaris_peptides_and_polysaccharides	Cordyceps militaris peptides and polysaccharides	Bioactive
LLM:cordyceps_sinensis_polysaccharides	Cordyceps sinensis polysaccharides	Bioactive
LLM:core_gut_microbiota	core gut microbiota	Microbe
LLM:coriobacteriaceae_ucg-002	Coriobacteriaceae_UCG-002	Microbe
LLM:corn_and_bean_snack	corn and bean snack	Food
LLM:corn_common_bean_chips	corn/common bean chips	Food
LLM:corn_oil	corn oil	Food
LLM:corn_protein_hydrolysate	corn protein hydrolysate	Bioactive
LLM:corn_with_3-hf_anthocyanins	corn with 3-HF (anthocyanins)	Food
LLM:cornelian_cherry_iridoid-polyphenolic_extract	cornelian cherry iridoid-polyphenolic extract	Bioactive
LLM:corydalis_saxicola_total_alkaloids	Corydalis saxicola total alkaloids	Bioactive
LLM:corylin	corylin	Food
LLM:corynebacterium	Corynebacterium	Microbe
LLM:corynebacterium_durum	Corynebacterium durum	Microbe
LLM:corynebacterium_glutamicum	Corynebacterium glutamicum	Microbe
LLM:costunolide	costunolide	Bioactive
LLM:cotinus_coggygria_extract	Cotinus coggygria extract	Food
LLM:cottonseed_oil	cottonseed oil	Food
LLM:cramp_peptide	Cramp peptide	Bioactive
LLM:cranberry	cranberry	Food
LLM:cranberry_extract	cranberry extract	Food
LLM:crass-like_phages	crAss-like phages	Microbe
LLM:crataegus_pinnatifida_bunge_daehong	Crataegus pinnatifida Bunge Daehong	Food
LLM:crataegus_pinnatifida_polysaccharide	Crataegus pinnatifida polysaccharide	Bioactive
LLM:crocetin	crocetin	Food
LLM:crocin	crocin	Food
LLM:crohn_s_colitis	Crohn's colitis	IBD_Outcome
LLM:crohn_s_disease-like_ileitis	Crohn's disease-like ileitis	IBD_Outcome
LLM:crohn_s_disease_active	Crohn's disease active	IBD_Outcome
LLM:crohn_s_disease_exacerbation	Crohn's disease exacerbation	IBD_Outcome
LLM:crohn_s_disease_exclusion_diet	Crohn's Disease Exclusion Diet	Food
LLM:crohn_s_disease_exclusion_diet_plus_partial_enteral_nutrition	Crohn's Disease Exclusion Diet plus partial enteral nutrition	Food
LLM:crohn_s_disease_exclusion_diet_with_partial_enteral_nutrition	Crohn's Disease Exclusion Diet with Partial Enteral Nutrition	Food
LLM:crohn_s_disease_ileitis	Crohn's disease ileitis	IBD_Outcome
LLM:crohn_s_disease_in_remission_with_ibs-type_symptoms	Crohn's disease in remission with IBS-type symptoms	IBD_Outcome
LLM:crohn_s_disease_recurrence	Crohn's disease recurrence	IBD_Outcome
LLM:crohn_s_disease_remission	Crohn's disease remission	IBD_Outcome
LLM:crohn_s_disease_stricture	Crohn's disease stricture	IBD_Outcome
LLM:crohn_s_disease_with_mental_disorder	Crohn's disease with mental disorder	IBD_Outcome
LLM:crohn_s_disease_with_upper_gastrointestinal_tract_involvement	Crohn's disease with upper gastrointestinal tract involvement	IBD_Outcome
LLM:cspg_herbal_formula	CSPG herbal formula	Food
LLM:cucumaria_frondosa_tentacles_hydrolysates	Cucumaria frondosa tentacles hydrolysates	Food
LLM:cucurbitacin_b	Cucurbitacin B	Food
LLM:curcuma_wenyujin_fructan	Curcuma wenyujin fructan	Food
LLM:curcumin-anthocyanin_nanoparticles	curcumin-anthocyanin nanoparticles	Bioactive
LLM:curcumin-egg_white_peptide-casein-quaternary_chitosan_nanoparticles	curcumin-egg white peptide-casein-quaternary chitosan nanoparticles	Bioactive
LLM:curcumin-egg_white_peptide_aggregations	curcumin-egg white peptide aggregations	Bioactive
LLM:curcumin_and_tryptophan_combination	curcumin and tryptophan combination	Food
LLM:curcumin_nanoemulsion	curcumin nanoemulsion	Food
