pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
40760898	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36883813	T1	Escherichia coli (AIEC)	Microbe	increased_in	inflammatory bowel disease	IBD_Outcome	Enrichment of adherent-invasive Escherichia coli (AIEC) has been consistently detected in subsets of inflammatory bowel disease (IBD) patients	cohort	0.85	Observational detection of AIEC enrichment in IBD patients vs controls
36883813	T2	Escherichia coli (AIEC)	Microbe	increased_in	colitis	IBD_Outcome	Strains identified as AIEC caused, on average, more severe intestinal inflammation	animal	0.8	Murine model; AIEC strains showed greater pathogenicity than non-AIEC commensal E. coli
38849503	T1	glucose	Food	increases_abundance_of	Escherichia coli	Microbe	glucose-fed microbiota results in a significant lifespan reduction accompanied by... increased intestinal bacterial density	animal	0.75	C. elegans model; E. coli fed glucose; proxies bacterial density as microbe abundance change
40842836	T1	quercetin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	SA-Q-CS MPs treatment group showed significant improvements, with the Disease Activity Index (DAI) and histopathological scores reduced by more than 66.9%, pro-inflammatory factor levels decreased by 65%	animal	0.85	DSS-induced UC in C57BL/6J mice; quercetin delivered via sodium alginate-chitosan microspheres; treated as bioactive food compound
40842836	T2	quercetin	Food	increases_abundance_of	Lachnospiraceae	Microbe	SA-Q-CS MPs markedly enhanced the overall richness and diversity of the gut microbiota, enhancing the abundance of short-chain fatty acids (SCFAs)-producing bacteria, such as Bacteroidales, Lactobacillales, and Lachnospiraceae	animal	0.8	SCFA-producing family; explicitly named individual taxon in DSS mouse model
33217518	T1	fermented ginseng	Food	decreases_marker	antibiotic-associated diarrhea	IBD_Outcome	An appropriate dose of fermented ginseng (0.5 g/kg/d) relieved some of the symptoms of AAD and colon inflammation	animal	0.8	Rat AAD model; fermented ginseng with Lactobacillus fermentum; dose-dependent effect reported
33217518	T2	fermented ginseng	Food	contains	Lactobacillus fermentum	Bioactive	fermented ginseng (Lactobacillus fermentum) on the gut microbiota	mechanistic	0.85	Ginseng fermented with probiotics explicitly stated as ingredient
34426112	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41310063	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33808480	T1	Lactobacillus rhamnosus M9	Food	decreases_marker	colitis-associated carcinogenesis	IBD_Outcome	Probio-M9 could suppress tumor formation in the large intestine by regulating the intestinal environment and ameliorating inflammation	animal	0.8	AOM/DSS mouse model; Probio-M9 is a probiotic strain derived from breast milk, treated as Food per schema convention
33808480	T2	Lactobacillus rhamnosus M9	Food	decreases_marker	colitis	IBD_Outcome	Inflammation and tumorigenesis ameliorated after Probio-M9 treatment	animal	0.8	AOM/DSS mouse model of colitis-associated tumorigenesis
35893896	T1	Roseburia intestinalis	Microbe	produces	butyrate	Bioactive	butyrate, the main metabolic product secreted by R. intestinalis	mechanistic	0.9	Direct explicit statement of butyrate as metabolic product of R. intestinalis
35561307	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40132355	ERROR	-	-	ERROR	-	-	Batch error: errored	-	0	Error type: errored
30254411	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37299569	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37658057	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36615796	T1	Lactobacillus gasseri JM1	Food	decreases_marker	ulcerative colitis	IBD_Outcome	L. gasseri JM1 alleviated DSS-induced colitis in mice, with reductions in disease activity index (DAI), histological scores and myeloperoxidase activity as well as alleviation of colonic shortening	animal	0.85	DSS-induced colitis mouse model; multiple dose-response measurements
36615796	T2	Lactobacillus gasseri JM1	Food	increases_abundance_of	Oscillospira	Microbe	intervention with L. gasseri JM1 balanced the gut microbiota structure by elevating the abundance of beneficial bacteria (Oscillospira, Clostridium and Ruminococcus)	animal	0.8	16S rDNA sequencing; listed as beneficial bacteria
36615796	T3	Lactobacillus gasseri JM1	Food	increases_abundance_of	Clostridium	Microbe	intervention with L. gasseri JM1 balanced the gut microbiota structure by elevating the abundance of beneficial bacteria (Oscillospira, Clostridium and Ruminococcus)	animal	0.8	16S rDNA sequencing; listed as beneficial bacteria
36615796	T4	Lactobacillus gasseri JM1	Food	decreases_abundance_of	Shigella	Microbe	decreasing that of harmful bacteria (Shigella and Turicibacter)	animal	0.8	16S rDNA sequencing; listed as harmful bacteria
30828386	T1	Akkermansia muciniphila	Microbe	decreased_in	colonic inflammation	IBD_Outcome	1,25(OH)2D3 deficiency impair the composition of the gut microbiota and metabolite in Cyp27b1 -/- mice, including Akkermansia muciniphila, Solitalea Canadensis, Bacteroides-acidifaciens, Bacteroides plebeius and SCFA production. 1,25(OH)2D3 deficiency cause the thinner colonic mucus layer	animal	0.75	Cyp27b1 knockout mouse model; 1,25(OH)2D3 deficiency associated with decreased Akkermansia and colonic inflammation phenotype
30828386	T2	Bacteroides	Microbe	decreased_in	colonic inflammation	IBD_Outcome	1,25(OH)2D3 deficiency impair the composition of the gut microbiota and metabolite in Cyp27b1 -/- mice, including Akkermansia muciniphila, Solitalea Canadensis, Bacteroides-acidifaciens, Bacteroides plebeius and SCFA production. 1,25(OH)2D3 deficiency cause the thinner colonic mucus layer	animal	0.75	Cyp27b1 knockout mouse model; includes species acidifaciens and plebeius
38674773	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35303419	T1	sialylated mucin	Food	decreases_marker	inflammatory bowel disease	IBD_Outcome	we show that treatment with sialylated mucin or a Foxo3 inhibitor can ameliorate IBD	animal	0.75	Treatment intervention in mouse model with patient-derived ST6 mutation; therapeutic effect on IBD
41154019	T1	Cucumaria frondosa tentacles hydrolysates	Food	decreases_marker	ulcerative colitis	IBD_Outcome	administration of CFTHs demonstrated a significant mitigation in colitis pathology. Therapeutic outcomes included an improved splenic index, attenuated colonic mucosal damage, and substantial decreases in serum pro-inflammatory cytokines	animal	0.8	DSS-induced murine colitis model; hydrolysate polysaccharide mapped as Food
41154019	T2	Cucumaria frondosa tentacles hydrolysates	Food	increases_abundance_of	Bacteroidetes	Microbe	Metagenomic profiling revealed that CFTHs mediated gut microbiota modulation, particularly the enrichment of beneficial Bacteroidetes	animal	0.8	DSS murine model; phylum Bacteroidetes enrichment
41154019	T3	Cucumaria frondosa tentacles hydrolysates	Food	decreases_abundance_of	Proteobacteria	Microbe	Metagenomic profiling revealed that CFTHs mediated gut microbiota modulation, particularly the enrichment of beneficial Bacteroidetes and suppression of pro-inflammatory Proteobacteria	animal	0.8	DSS murine model; phylum Proteobacteria suppression
41080550	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34203637	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35428860	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28710114	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40187359	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41299634	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28327177	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41017911	T1	Enterobacteriaceae	Microbe	increased_in	necrotizing enterocolitis	IBD_Outcome	Linear regression analysis demonstrated that Enterobacteriaceae were significantly more abundant in stool samples from infants with NEC than without NEC (q < 0.05)	cohort	0.85	Case-control comparison, n=24 matched preterm infants; NEC is inflammatory bowel disease affecting infants
41017911	T2	Klebsiella pneumoniae	Microbe	increased_in	necrotizing enterocolitis	IBD_Outcome	Differential abundance analysis using Linear Discriminant Analysis Effect Size (LEfSe) identified Klebsiella pneumoniae and Escherichia coli as enriched in the gut microbiota of preterm infants with NEC	cohort	0.85	Most emphasized enriched taxa in NEC group; LEfSe statistical analysis
41017911	T3	Escherichia coli	Microbe	increased_in	necrotizing enterocolitis	IBD_Outcome	Differential abundance analysis using Linear Discriminant Analysis Effect Size (LEfSe) identified Klebsiella pneumoniae and Escherichia coli as enriched in the gut microbiota of preterm infants with NEC	cohort	0.85	Most emphasized enriched taxa in NEC group; LEfSe statistical analysis
34833122	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37595775	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40280909	T1	luteolin	Food	decreases_marker	colitis	IBD_Outcome	oral administration of luteolin protected mice against colitis through an impairment in the innate immune response	animal	0.8	DSS or genetic colitis model in mice; flavonoid administered orally
40208028	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35799284	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36060223	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29206211	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38941901	T1	CDD-2103	Food	decreases_marker	ulcerative colitis	IBD_Outcome	CDD-2103 alleviated ulcerous symptoms and colonic injuries in colitis mice	animal	0.8	DSS-induced chronic colitis mouse model; herbal prescription
39814239	T1	Mediterranean diet	Food	decreases_marker	Crohn's disease	IBD_Outcome	Adherence to MED was associated with a noncomplicated CD course, and inversely correlated with CDAI, fecal calprotectin, C-reactive protein	cohort	0.85	n=271 newly diagnosed CD patients, prospective cohort; multiple inflammatory markers decreased with MED adherence
39814239	T2	Mediterranean diet	Food	increases_abundance_of	Faecalibacterium	Microbe	Adherence to MED correlated with a microbial cluster of commensals and short-chain fatty acid producers including Faecalibacterium	cohort	0.85	Positive correlation with MED adherence in 271 CD patients
39814239	T3	Mediterranean diet	Food	decreases_abundance_of	Escherichia coli	Microbe	Conversely, adherence to MED inversely correlated with a cluster of oral genera, Escherichia coli and Ruminococcus gnavus, known CD-associated species	cohort	0.85	Inverse correlation with MED adherence; CD-associated pathobiont
39814239	T4	Mediterranean diet	Food	decreases_abundance_of	Ruminococcus gnavus	Microbe	Conversely, adherence to MED inversely correlated with a cluster of oral genera, Escherichia coli and Ruminococcus gnavus, known CD-associated species	cohort	0.85	Inverse correlation with MED adherence; explicitly named CD-associated species
38865028	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41930813	T1	Dehydroandrographolide succinate	Food	decreases_marker	ulcerative colitis	IBD_Outcome	DAS attenuated the colitis features, including weight loss, diarrhea, rectal bleeding, and colon shortening, together with reduced inflammatory infiltrates and restored crypt architecture.	animal	0.8	DSS-induced colitis model in mice; isolated compound from Andrographis paniculata
41930813	T2	Dehydroandrographolide succinate	Food	increases_abundance_of	Lachnospiraceae bacterium	Microbe	Metagenomic analysis revealed that DAS treatment enriched Lachnospiraceae bacterium, Duncaniella freteri, Lachnospiraceae bacterium 10-1, Bacterium 1XD8-76, Schaedlerella arabinosiphila	animal	0.75	Most emphasized taxa from enriched list; DSS colitis model
41930813	T3	Dehydroandrographolide succinate	Food	increases_abundance_of	Duncaniella freteri	Microbe	Metagenomic analysis revealed that DAS treatment enriched Lachnospiraceae bacterium, Duncaniella freteri, Lachnospiraceae bacterium 10-1, Bacterium 1XD8-76, Schaedlerella arabinosiphila	animal	0.75	Second most emphasized enriched taxon; DSS colitis model
41930813	T4	Dehydroandrographolide succinate	Food	decreases_abundance_of	Muribaculaceae bacterium	Microbe	while depleted Muribaculaceae bacterium, Bacteroides intestinalis and Clostridiaceae bacterium	animal	0.75	Most emphasized depleted taxon; DSS colitis model
41930813	T5	Dehydroandrographolide succinate	Food	decreases_abundance_of	Bacteroides intestinalis	Microbe	while depleted Muribaculaceae bacterium, Bacteroides intestinalis and Clostridiaceae bacterium	animal	0.75	Second most emphasized depleted taxon; DSS colitis model
31992138	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29895146	T1	camellia oil	Food	increases_abundance_of	Bifidobacterium	Microbe	Compared to SO and OO, the intake of CO increased the ratio of Firmicutes/Bacteroidetes, the α-diversity, relative abundance of the Bifidobacterium	animal	0.8	Acetic acid-induced colitis rat model; CO vs olive oil vs soybean oil comparison
29895146	T2	camellia oil	Food	decreases_abundance_of	Prevotella	Microbe	Compared to SO and OO, the intake of CO increased the ratio of Firmicutes/Bacteroidetes, the α-diversity, relative abundance of the Bifidobacterium, and reduced Prevotella of the gut microbiota	animal	0.8	Acetic acid-induced colitis rat model
29895146	T3	camellia oil	Food	decreases_marker	colitis	IBD_Outcome	pretreatment of rats with CO or OO for 24 days slightly enhanced antioxidant and antioxidant enzyme activities and significantly reduced inflammatory damage and lipid peroxidation, thus ameliorating acetic acid-induced colitis	animal	0.8	Acetic acid-induced colitis rat model; CO pretreatment ameliorated inflammation
34869528	T1	high-fat high-sucrose diet	Food	decreases_abundance_of	Barnesiella	Microbe	a high-fat high-sucrose diet induces a pre-IBD state characterized by gut microbiota dysbiosis with a total depletion of bacteria belonging to Barnesiella	animal	0.85	C57BL/6 mouse model; healthy mice before colitis induction
36618690	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39749132	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40750967	T1	Faecalibacterium prausnitzii	Microbe	produces	butyrate	Bioactive	Faecalibacterium prausnitzii-produced butyrate enhances barrier integrity through PPARγ-mediated NF-κB suppression	mechanistic	0.85	Explicit metabolite production by F. prausnitzii; mechanistic pathway described
40750967	T2	Clostridium	Microbe	produces	lipopolysaccharide	Bioactive	Clostridiumspp.-derived LPS aggravates Th17 polarization via TLR4/IL-17 signaling	mechanistic	0.85	Clostridium species identified as LPS producer in the context of CD dysbiosis
40769358	T1	Dioscorea opposita bulbil polysaccharides	Food	decreases_marker	ulcerative colitis	IBD_Outcome	DBPs treatment was associated with significant improvements in terms of body weight, histopathological damage, colon shortening, and overall disease activity	animal	0.8	Animal IBD model study; polysaccharide extracted from botanical source
40103411	T1	pioglitazone	Food	decreases_marker	ulcerative colitis	IBD_Outcome	the agonists pioglitazone and GW0742 effectively suppressed DSS-induced colitis, improved clinical symptoms, reversed colon shortening, and mitigated histological damage	animal	0.8	DSS-induced colitis in mice; PPARγ agonist
40103411	T2	GW0742	Food	decreases_marker	ulcerative colitis	IBD_Outcome	the agonists pioglitazone and GW0742 effectively suppressed DSS-induced colitis, improved clinical symptoms, reversed colon shortening, and mitigated histological damage	animal	0.8	DSS-induced colitis in mice; PPARβ/δ agonist
40103411	T3	pioglitazone	Food	decreases_abundance_of	Bacteroides	Microbe	Both agonists modulated DSS-induced dysbiosis by reducing the abundance of proinflammatory cytokine-associated microbiota, including Bacteroides, Enterococcus, and Escherichia-Shigella	animal	0.75	DSS mouse model; most emphasized taxon from list
40103411	T4	GW0742	Food	decreases_abundance_of	Bacteroides	Microbe	Both agonists modulated DSS-induced dysbiosis by reducing the abundance of proinflammatory cytokine-associated microbiota, including Bacteroides, Enterococcus, and Escherichia-Shigella	animal	0.75	DSS mouse model; most emphasized taxon from list
34661077	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37891901	T1	Hermetia illucens fermented with Lactobacillus plantarum	Food	decreases_marker	ulcerative colitis	IBD_Outcome	HeHi_Lp remarkably reduced the disease activity index, inflammatory cytokine (inducible nitric oxide synthase, cyclooxygenase 2, tumor necrosis factor α, interleukin (IL-6 and IL-1β) levels, and increased body weight and colon length	animal	0.8	DSS-induced colitis mouse model
37891901	T2	Hermetia illucens fermented with Lactobacillus plantarum	Food	contains	riboflavin	Bioactive	riboflavin-producing Lactobacillus plantarum KCCM12757P was isolated from a fish farm tank, and in conjunction with hot water-extracted Hi (HeHi) (termed HeHi_Lp), was used to determine optimal fermentation conditions to increase vitamin B2 concentration	mechanistic	0.85	Fermentation increases riboflavin (vitamin B2) concentration
33823388	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41579799	T1	dihydromyricetin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	DHM could ameliorate colitis symptoms, including changes in body weight, colon length, disease activity index (DAI) scores, and histopathological damage	animal	0.8	DSS-induced colitis mouse model
26458966	T1	high fiber diet	Food	decreases_marker	acute colitis	IBD_Outcome	Administration of the high fiber diet protected from acute colitis.	animal	0.85	DSS-induced acute colitis mouse model; preventive treatment
26458966	T2	high fiber diet	Food	decreases_marker	chronic colitis	IBD_Outcome	In chronic colitis, pretreatment with the high fiber diet attenuated clinical and inflammatory parameters of disease.	animal	0.85	DSS-induced chronic colitis mouse model; preventive treatment
26458966	T3	acetate	Food	decreases_marker	acute colitis	IBD_Outcome	A 5-day pretreatment with acetate, a short-chain fatty acid, provided partial protection against acute colitis.	animal	0.75	DSS-induced acute colitis mouse model; SCFA as dietary intervention
26458966	T4	Bifidobacterium longum	Microbe	produces	acetate	Bioactive	acetate, a short-chain fatty acid	mechanistic	0.7	B. longum is a known SCFA producer; acetate explicitly identified as SCFA
29909048	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41221799	T1	Escherichia coli Nissle 1917 keratin hydrogel	Food	decreases_marker	ulcerative colitis	IBD_Outcome	hydrogel-encapsulated EcNker exhibited markedly superior therapeutic efficacy over unencapsulated probiotics, as indicated by the amelioration of clinical symptoms, restoration of colon histology, attenuation of intestinal apoptosis, and normalization of inflammatory cytokine profiles	animal	0.8	DSS-induced colitis model mice; engineered probiotic in keratin hydrogel
41221799	T2	Escherichia coli Nissle 1917 keratin hydrogel	Food	increases_abundance_of	beneficial microbiota	Microbe	modulating gut microbiota by increasing the number of beneficial genera	animal	0.75	DSS model; specific genera not named, generic beneficial increase
39841598	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31943022	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33042131	T1	Lactobacillus jensenii TL2937	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Mice fed with L. jensenii TL2937 had lower disease activity index and alterations of colon length when compared to control mice. Reduced myeloperoxidase activity, lower production of pro-inflammatory (TNF-α, IL-1, CXCL1, MCP-1, IL-15, and IL-17), and higher levels of immunoregulatory (IL-10 and IL-27) cytokines were found in the colon of TL2937-treated mice.	animal	0.8	DSS-induced colitis mouse model; immunobiotic strain administered preventatively
35408838	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40157404	T1	emodin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The ELP5 group (Emodin 5 mg/kg + Luteolin 5 mg/kg + Paeonol 15 mg/kg) and ELP9 group (Emodin 15 mg/kg + Luteolin 15 mg/kg + Paeonol 75 mg/kg) had the most significant mitigation effect on UC mice.	animal	0.8	DSS-induced colitis mouse model; combination treatment with emodin as key component
40157404	T2	luteolin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The ELP5 group (Emodin 5 mg/kg + Luteolin 5 mg/kg + Paeonol 15 mg/kg) and ELP9 group (Emodin 15 mg/kg + Luteolin 15 mg/kg + Paeonol 75 mg/kg) had the most significant mitigation effect on UC mice.	animal	0.8	DSS-induced colitis mouse model; combination treatment with luteolin as key component
40157404	T3	paeonol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The ELP5 group (Emodin 5 mg/kg + Luteolin 5 mg/kg + Paeonol 15 mg/kg) and ELP9 group (Emodin 15 mg/kg + Luteolin 15 mg/kg + Paeonol 75 mg/kg) had the most significant mitigation effect on UC mice.	animal	0.8	DSS-induced colitis mouse model; combination treatment with paeonol as key component
40065724	T1	Bacteroides fragilis	Microbe	produces	Bacteroides fragilis toxin	Bioactive	BFT, produced by enterotoxigenic B. fragilis (ETBF), is crucial for ETBF-induced colitis	mechanistic	0.9	Explicit production of toxin by ETBF strain
42070004	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33583319	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31945799	T1	flaxseed oil	Food	decreases_marker	colitis	IBD_Outcome	Supplementation regulates intestinal inflammation with crypt lengths being 66, 73, and 62 ±17 µm shorter (compared to SO) for FSO, AO, and FO respectively, p < 0.01	animal	0.8	Citrobacter rodentium-induced colitis model; FSO = flaxseed oil
31945799	T2	ahiflower oil	Food	decreases_marker	colitis	IBD_Outcome	Supplementation regulates intestinal inflammation with crypt lengths being 66, 73, and 62 ±17 µm shorter (compared to SO) for FSO, AO, and FO respectively, p < 0.01	animal	0.8	Citrobacter rodentium-induced colitis model; AO = ahiflower oil
31945799	T3	fish oil	Food	decreases_marker	colitis	IBD_Outcome	Supplementation regulates intestinal inflammation with crypt lengths being 66, 73, and 62 ±17 µm shorter (compared to SO) for FSO, AO, and FO respectively, p < 0.01	animal	0.8	Citrobacter rodentium-induced colitis model; FO = fish oil
31945799	T4	flaxseed oil	Food	increases_abundance_of	fecal microbiota diversity	Microbe	FSO and AO both enhance fecal microbial diversity	animal	0.75	Plant n-3 PUFAs; treated as microbiota diversity aggregate
31945799	T5	ahiflower oil	Food	increases_abundance_of	fecal microbiota diversity	Microbe	FSO and AO both enhance fecal microbial diversity	animal	0.75	Plant n-3 PUFAs; treated as microbiota diversity aggregate
29382152	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41276036	T1	synbiotics	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Oral microgel beads alleviate colitis by modulating tight junction proteins (ZO-1, Claudin 1 and Occludin), reducing inflammatory factors (IL-1β, IL-6 and TNF-α), promoting the production of short-chain fatty acids	animal	0.75	DSS colitis model; delivered via dual-responsive microgel beads
41276036	T2	synbiotics	Food	increases_abundance_of	Firmicutes	Microbe	After treatment with EPMB, the number of Firmicutes in the intestinal flora increased while the number of Bacteroidetes decreased	animal	0.75	Phylum-level taxonomy; EPMB = egg-box microgel beads
33360793	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40806068	T1	cocoa polyphenol	Food	increases_abundance_of	fecal microbiome taxa	Microbe	fecal microbiome composition shifted significantly with CPs before colitis induction, with persistent effects on several rare taxa during colitis and recovery	animal	0.7	AOM/DSS colitis model; abstract does not name specific taxa or provide quantified directionality for most taxa, only noting 'shifts' and 'rare taxa'. Confidence reduced due to lack of specific microbe identity.
34054805	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28283691	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35425794	T1	porcine bone soup	Food	decreases_marker	colitis	IBD_Outcome	bone soup and its NPs both significantly ameliorated colitis symptoms in dextran sulfate sodium (DSS)-induced mice and inhibited the release of pro-inflammatory cytokines	animal	0.75	DSS-induced colitis mouse model; bone soup and isolated NPs both tested
35425794	T2	porcine bone soup	Food	increases_abundance_of	Muribaculaceae	Microbe	They also restored intestinal microbiota dysbiosis by improving the diversity and richness of intestinal microbiota and regulating community composition, such as a remarkable increase in Muribaculaceae, Alistipes, and Alloprevotella	animal	0.8	Most emphasized among the listed taxa
35425794	T3	porcine bone soup	Food	decreases_abundance_of	Helicobacter	Microbe	and a decrease in Helicobacter	animal	0.8	Distinct effect from the increase group
31326413	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40437375	T1	resveratrol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	PRE attenuated colitis severity by 51.4% (weight loss, P < 0.001 vs. RSV) and restored mucosal architecture (P = 0.048 vs. DSS)	animal	0.8	Preventive resveratrol in DSS-induced colitis mouse model
40437375	T2	resveratrol	Food	increases_abundance_of	Lactococcus	Microbe	PRE uniquely enriched barrier-protective taxa (Lactococcus, Muribaculum)	animal	0.78	Preventive resveratrol in DSS mouse model; list of 2 taxa, both emphasized as barrier-protective
40437375	T3	resveratrol	Food	increases_abundance_of	Muribaculum	Microbe	PRE uniquely enriched barrier-protective taxa (Lactococcus, Muribaculum)	animal	0.78	Preventive resveratrol in DSS mouse model; list of 2 taxa, both emphasized as barrier-protective
33598970	T1	Proteobacteria	Microbe	increased_in	ulcerative colitis	IBD_Outcome	UC was further characterized by increased abundances of Proteobacteria and Bacteroides	cohort	0.85	Baseline UC dysbiosis characterization in prospective cohort
33598970	T2	Bacteroides	Microbe	increased_in	ulcerative colitis	IBD_Outcome	UC was further characterized by increased abundances of Proteobacteria and Bacteroides	cohort	0.85	Baseline UC dysbiosis characterization in prospective cohort
33598970	T3	Faecalibacterium	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	UC was further characterized by increased abundances of Proteobacteria and Bacteroides, as well as decreased abundances of Faecalibacterium, Roseburia, Firmicutes, and Dialister	cohort	0.85	Baseline UC dysbiosis characterization in prospective cohort
33598970	T4	Roseburia	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	UC was further characterized by increased abundances of Proteobacteria and Bacteroides, as well as decreased abundances of Faecalibacterium, Roseburia, Firmicutes, and Dialister	cohort	0.85	Baseline UC dysbiosis characterization in prospective cohort
33598970	T5	Dialister	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	UC was further characterized by increased abundances of Proteobacteria and Bacteroides, as well as decreased abundances of Faecalibacterium, Roseburia, Firmicutes, and Dialister	cohort	0.85	Baseline UC dysbiosis characterization in prospective cohort
39407853	T1	Bacteroides	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	A significant depletion of the main representatives of Bacteroides, Parabacteroides, Prevotella; and an increase in the relative abundance of the genera Actinomyces, Klebsiella, Limosilactobacillus, Streptococcus, Escherichia-Shigella were detected in patients with UC.	cohort	0.85	n=31 UC patients vs 15 healthy controls; metagenomic sequencing showing significant depletion in UC
39407853	T2	Parabacteroides	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	A significant depletion of the main representatives of Bacteroides, Parabacteroides, Prevotella; and an increase in the relative abundance of the genera Actinomyces, Klebsiella, Limosilactobacillus, Streptococcus, Escherichia-Shigella were detected in patients with UC.	cohort	0.85	n=31 UC patients vs 15 healthy controls; metagenomic sequencing showing significant depletion in UC
39407853	T3	Prevotella	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	A significant depletion of the main representatives of Bacteroides, Parabacteroides, Prevotella; and an increase in the relative abundance of the genera Actinomyces, Klebsiella, Limosilactobacillus, Streptococcus, Escherichia-Shigella were detected in patients with UC.	cohort	0.85	n=31 UC patients vs 15 healthy controls; metagenomic sequencing showing significant depletion in UC
39407853	T4	Klebsiella	Microbe	increased_in	ulcerative colitis	IBD_Outcome	an increase in the relative abundance of the genera Actinomyces, Klebsiella, Limosilactobacillus, Streptococcus, Escherichia-Shigella were detected in patients with UC.	cohort	0.85	n=31 UC patients vs 15 healthy controls; metagenomic sequencing showing increased abundance in UC
39407853	T5	Collinsella	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	The number of p_Actinobacteria (g_Collinsella) and p_Eubacterium (g_Xylanophilum) representatives with genes encoding TMA-trimethylamine conversion is significantly reduced in UC patients.	cohort	0.85	Genus Collinsella (Actinobacteria phylum) significantly reduced in UC; TMA-trimethylamine conversion capability emphasized
39407853	T6	Xylanophilum	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	The number of p_Actinobacteria (g_Collinsella) and p_Eubacterium (g_Xylanophilum) representatives with genes encoding TMA-trimethylamine conversion is significantly reduced in UC patients.	cohort	0.85	Genus Xylanophilum (Eubacterium phylum) significantly reduced in UC; TMA-trimethylamine conversion capability emphasized
39407853	T7	Collinsella	Microbe	produces	trimethylamine-N-oxide	Bioactive	The number of p_Actinobacteria (g_Collinsella) and p_Eubacterium (g_Xylanophilum) representatives with genes encoding TMA-trimethylamine conversion is significantly reduced in UC patients.	mechanistic	0.8	Collinsella contains genes encoding TMA-trimethylamine conversion (TMAO production pathway)
39407853	T8	Xylanophilum	Microbe	produces	trimethylamine-N-oxide	Bioactive	The number of p_Actinobacteria (g_Collinsella) and p_Eubacterium (g_Xylanophilum) representatives with genes encoding TMA-trimethylamine conversion is significantly reduced in UC patients.	mechanistic	0.8	Xylanophilum contains genes encoding TMA-trimethylamine conversion (TMAO production pathway)
39296101	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
